timestamp,raw_x,raw_y,raw_z,lkf_x,lkf_y,lkf_z,ekf_x,ekf_y,ekf_z,rls_x,rls_y,rls_z
1764153187.962,1.29609891049744,0.4106188343221344,0.4600664503029045,1.29609891049744,0.4106188343221344,0.4600664503029045,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2949981620596893,0.41027010473311126,0.459675725935859
1764153188.003,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960854471157024,0.409438597331454,0.4585843279887121,1.2960854469551324,0.40943858325544974,0.4585843103122962,1.2961149983366762,0.40914718180702686,0.4582155031799918
1764153188.03,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960814395797213,0.40908728572948216,0.45494255733691547,1.2960814422310891,0.4090875181556634,0.4549392567291335,1.2963667005186683,0.40889410787262087,0.45788672392386154
1764153188.099,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960929716933722,0.4100982224596857,0.4516443159001552,1.2960929628115125,0.4100974438514914,0.4516231056742659,1.2963601682348074,0.4103293133863363,0.4597432593375877
1764153188.102,1.296082495626112,0.4091798616542027,0.4582594119559494,1.296087627547814,0.4096297399941131,0.45369379211374694,1.2960876247863018,0.4096294979123687,0.4536824209737213,1.2962668791169454,0.40971335012427645,0.4589501962191146
1764153188.138,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960847043139412,0.4093734812906112,0.4403837179781046,1.2960847053078794,0.409373568421939,0.44036783984183964,1.2962755236311412,0.40940149266845965,0.4585375406098127
1764153188.163,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960832578304224,0.409246678575767,0.4343124023347643,1.2960832606574133,0.409246926397522,0.4343005574377797,1.2962472412145516,0.40924055201081244,0.4583135791885944
1764153188.216,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960820289516652,0.40913895169148595,0.41557086756191136,1.2960820340921426,0.4091394023198478,0.41556302076888413,1.2962370081612795,0.4091221332090277,0.4581719213792049
1764153188.235,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960819299655206,0.40913027429440996,0.41933879945717834,1.2960819345987689,0.4091306804576636,0.41934734399102924,1.2961965250672478,0.40910415290431074,0.45816627984537855
1764153188.271,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960816314756087,0.4091041078495818,0.40604228285877375,1.2960816377723225,0.40910465983679917,0.40610394049322973,1.296182310352313,0.4090778688235865,0.45817001411067537
1764153188.296,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960816399488904,0.4091048506407187,0.40341175799478335,1.2960816466398908,0.4091054371921812,0.4035210636857751,1.2961639915291499,0.4090782079829869,0.4581978708631195
1764153188.332,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960886639604237,0.40972059476771655,0.38963222453482454,1.2960886729916554,0.40972138647029305,0.3898577414504944,1.296161995623848,0.40971332702719254,0.45957727478125354
1764153188.364,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960930490757534,0.41010500601159655,0.38167377113987244,1.2960930615297253,0.4101060977609461,0.3820286540618454,1.2961559263807878,0.4101356134098159,0.46027685822768033
1764153188.372,1.296082495626112,0.4091798616542027,0.4582594119559494,1.296088964892464,0.40974697529621734,0.4009771670706896,1.2960889729766991,0.4097476839824556,0.40127228883124455,1.29613741730902,0.4098261379339528,0.45941538811571186
1764153188.398,1.2960660889732811,0.4077407014242749,0.4564522394159757,1.2960800200886793,0.4089624916448883,0.3878019784576159,1.296080022758328,0.40896272542072515,0.38825437122501805,1.296125005469817,0.40911487723033624,0.45784225200729445
1764153188.403,1.2960660889732811,0.4077407014242749,0.4564522394159757,1.2960747364200038,0.40849910148905777,0.40617227903472486,1.2960747359033165,0.40849905592053803,0.40652607147530523,1.296110834453357,0.4086692867910418,0.4570749120851586
1764153188.43,1.29609891049744,0.4106188343221344,0.4600664503029045,1.296083612493512,0.4092774018485919,0.3870110945587815,1.2960836218303946,0.4092782202199858,0.3876153200893354,1.2961162580899437,0.4092264652123084,0.45841713466115946
1764153188.444,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960893219853726,0.40977804425613634,0.3920776284920887,1.2960893377846487,0.40977942934003014,0.39271668743162264,1.2961165454714343,0.4096489487338294,0.4593122337623062
1764153188.463,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960929625362752,0.4100972680589987,0.3863074253228715,1.2960929855399062,0.4100992848808356,0.3871041127451322,1.2961176316781404,0.40997010208915485,0.4599246728140342
1764153188.471,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960952005897306,0.41029351645761386,0.39961031381523177,1.2960952216857706,0.41029536608037076,0.4003140304734976,1.2961158784224287,0.4101831098643584,0.4601960455715533
1764153188.504,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960905647136824,0.40988715482798854,0.3646518473272711,1.296090581260023,0.40988860592692594,0.3659753707293824,1.2961137945124308,0.409949686896963,0.45947849815776537
1764153188.544,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960874274291472,0.40961215319909283,0.3282371407819302,1.2960874287870932,0.4096122732095146,0.33057192760146226,1.2961107640769314,0.4097289544815523,0.45880747096006996
1764153188.573,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960854149403507,0.40943574792572457,0.3221219529162645,1.296085404306384,0.409434816787878,0.32505455231207836,1.2961056933442825,0.40954544215747235,0.458421447700988
1764153188.598,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960841662016849,0.4093262898449339,0.32344746489675186,1.2960841501652682,0.4093248851030033,0.3267574785102787,1.2961011987795454,0.40941221674049133,0.4582242831592884
1764153188.602,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960896462786264,0.40980669534806363,0.3656713587096481,1.2960896495859282,0.4098069860111894,0.3680927075967882,1.296101614499814,0.4097751287098645,0.4590060095596803
1764153188.63,1.29609891049744,0.4106188343221344,0.4600664503029045,1.296093107428292,0.4101101126466336,0.3410025027708617,1.2960931256311068,0.4101117092331743,0.3442786080901853,1.2961039387691282,0.41006088302573573,0.4595638444095563
1764153188.635,1.29609891049744,0.4106188343221344,0.4600664503029045,1.296095253127927,0.4102982135851241,0.37337039459432336,1.296095270845513,0.41029976739047896,0.3758477520521256,1.2961036209295702,0.41023621754340206,0.45983245348465923
1764153188.662,1.29609891049744,0.4106188343221344,0.4600664503029045,1.296096693597543,0.4104244902722747,0.34415262914376676,1.2960967216558672,0.4104269507336985,0.34765319387523624,1.2961051160851464,0.41040889162276684,0.4601196474966036
1764153188.67,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960915019243642,0.40996937534553346,0.36674668268414384,1.2960915106843645,0.4099701438899791,0.36964966931243515,1.2961000235769131,0.4100943716605638,0.4594408523637167
1764153188.702,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960881386669274,0.4096745431079111,0.3240485111347709,1.2960881313743293,0.4096739046610643,0.32860297432961344,1.2960971358197892,0.40985375304193317,0.4588965604444125
1764153188.736,1.29609891049744,0.4106188343221344,0.4600664503029045,1.296092198285098,0.41003042047900895,0.29061589462756926,1.296092222559355,0.4100325494205807,0.2970092404844659,1.2960996878055768,0.41011754385359644,0.45948968797938267
1764153188.762,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960948053949406,0.4102589672267991,0.28683804032234506,1.2960948498179845,0.4102628624409606,0.29407772158734446,1.2961010610726036,0.4103148696943991,0.4598622102919774
1764153188.77,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960902640419456,0.40986086047845693,0.32850274120741924,1.296090275533346,0.4098618685633014,0.334259787344527,1.2960962639580493,0.4099964054753399,0.4591978216087915
1764153188.803,1.296082495626112,0.4091798616542027,0.4582594119559494,1.296087356055446,0.40960593818807006,0.28775565372335,1.2960873470503846,0.40960514965477646,0.2958042627512468,1.2960932006460288,0.40975378841823945,0.45869744793961487
1764153188.829,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960854821387702,0.4094416655939668,0.27835142775778493,1.2960854575593828,0.40943951177286,0.28745754259753453,1.2960904733844223,0.4095616296178956,0.45836920672925097
1764153188.834,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960843683548204,0.409344028826925,0.32978623823407144,1.2960843463728382,0.4093421024430597,0.3365357855469376,1.2960883349682453,0.4094425581471735,0.45825372320381075
1764153188.863,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960896992795596,0.40981135209335917,0.29326420333242614,1.2960897090259569,0.40981220723335887,0.3023079878391401,1.2960918185137005,0.4097657168202704,0.45893440610403596
1764153188.87,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960930784355833,0.41010757859219193,0.33285412771521355,1.2960930993347881,0.410109411231362,0.33996057921845374,1.2960940314688647,0.41000405985079136,0.45938445120592347
1764153188.898,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960892029290614,0.4097678408082129,0.29352377352102066,1.2960892035487994,0.40976789582335416,0.3031444910835902,1.2960913411062762,0.40977978613288,0.45892396882331865
1764153188.931,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960928456555387,0.41008717196209016,0.2522200114144545,1.29609288344418,0.4100904854359073,0.2651265205072301,1.296094213093623,0.4100440432697462,0.4594797574559416
1764153188.936,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960890516324868,0.4097545779880894,0.3113668927823338,1.296089058324737,0.4097551652260196,0.32091628893345464,1.2960910921013495,0.40980514812388585,0.45899550003395106
1764153188.962,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960866259400607,0.4095419349721944,0.28028259785601345,1.296086615412675,0.40954101277493465,0.2922125221554459,1.29608884336636,0.409618818671067,0.45863697358840305
1764153188.984,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960850671351563,0.4094052858574198,0.2717406193515044,1.2960850440096081,0.4094032592753869,0.28475302392624946,1.2960870151887336,0.4094726820088518,0.45838823917273336
1764153189.002,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960840797406865,0.40931872824421467,0.278169889451135,1.2960840510479108,0.40931621357997083,0.2911906387466717,1.296085620892376,0.409364988985337,0.45823711591278715
1764153189.014,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960834683893787,0.40926513570342454,0.30162663364287945,1.2960834408189492,0.40926271933284714,0.313235641062781,1.296084625261963,0.4092920340861401,0.4581613309594533
1764153189.036,1.296082495626112,0.4091798616542027,0.4582594119559494,1.296083048131655,0.409228294670677,0.28077049834520806,1.2960830156307097,0.40922544612519524,0.2942796405722269,1.2960837668982332,0.40922404219948494,0.45808015630960197
1764153189.047,1.296082495626112,0.4091798616542027,0.4582594119559494,1.29608281330645,0.40920770942954565,0.30522923943109664,1.2960827849722163,0.4092052260595894,0.3171383747927711,1.2960832327788898,0.4091878880005438,0.45806922440802295
1764153189.093,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960887438750426,0.4097275987579965,0.1965697935778714,1.2960887904955298,0.40973168643400587,0.21856057041727045,1.2960877995605664,0.40958714898973275,0.4589762898807299
1764153189.148,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960863455940228,0.40951735839241377,0.09476787888716556,1.296086344012248,0.4095172207867758,0.1297840771383581,1.2960859674612315,0.4094301228475906,0.458606732756231
1764153189.172,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960911354585716,0.409937251384488,0.14080067489341114,1.296091226427382,0.40994522685950263,0.1740888721350133,1.2960904962697932,0.4098385868810437,0.45940033992940843
1764153189.183,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960940575902968,0.41019341389942815,0.21583790342587889,1.2960941573941673,0.4102021636568154,0.2423440520452293,1.2960933425642043,0.4100978052573561,0.4597740697733778
1764153189.204,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960898529424578,0.4098248230217513,0.2219501411944302,1.2960899028939514,0.4098292025387999,0.24819638585389378,1.2960904418349035,0.4098488305276832,0.4592545626116202
1764153189.214,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960871767082407,0.4095902172377818,0.2676819069305486,1.2960871983190496,0.4095921121990913,0.28910594372806053,1.2960883069751008,0.40966699283301666,0.45890703154328283
1764153189.234,1.296082495626112,0.4091798616542027,0.4582594119559494,1.296085473719549,0.4094409285622328,0.2556628407019382,1.2960854825394181,0.4094417022445227,0.27848645493905616,1.2960867152507973,0.4095302774231594,0.45866051887647424
1764153189.246,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960843874154855,0.40934570029900635,0.2792997921425182,1.2960843884258937,0.40934578931235344,0.29959436213097657,1.2960855324791025,0.40942969588793476,0.4584926216953057
1764153189.251,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960896378219506,0.409805965542471,0.3234931379494189,1.2960896551543333,0.40980748527427396,0.33892648341632914,1.2960888707129579,0.4097252689191833,0.45900699287126195
1764153189.282,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960930637539299,0.41010629183149366,0.24279259070536663,1.2960931186778868,0.41011110711639037,0.26759187242221427,1.2960918122975105,0.40998335205320535,0.4594950255164489
1764153189.322,1.296082495626112,0.4091798616542027,0.4582594119559494,1.296089207439172,0.4097682363697329,0.15096213833956915,1.2960892159712576,0.4097689850024721,0.18791297670021054,1.2960893843667882,0.4097708921059633,0.45900269143555344
1764153189.352,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960866966142301,0.4095481305407643,0.13268299895796862,1.296086659259467,0.40954485662675977,0.17389152366177588,1.2960872727878803,0.4095873928250856,0.4586198468221296
1764153189.382,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960850826856272,0.40940664912881364,0.1192454449161327,1.2960850156905772,0.4094007768739144,0.16431205995772816,1.2960856124954014,0.4094434086165251,0.45837011224370705
1764153189.386,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960841265443126,0.4093228315570492,0.22478844683947638,1.2960840724904166,0.4093180935347632,0.25669164175043285,1.2960846333514613,0.40935980964155827,0.45828483069012865
1764153189.419,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960834399969958,0.4092626467489403,0.15950606375061505,1.2960833657041146,0.40925613463244565,0.20103946256912503,1.2960836286622779,0.40927235608989615,0.4581543489705115
1764153189.445,1.296082495626112,0.4091798616542027,0.4582594119559494,1.2960830181590806,0.409225667277726,0.1476071399329725,1.296082939315166,0.40921875621095555,0.19199702691873213,1.2960829396781455,0.40921288810768214,0.45809751366088747
1764153189.451,1.29609891049744,0.4106188343221344,0.4600664503029045,1.296088797893778,0.4097323349766218,0.232569880717156,1.2960887865031612,0.409731336882726,0.26552180568623995,1.296087285573143,0.4095951042812731,0.45883130355703955
1764153189.47,1.29609891049744,0.4106188343221344,0.4600664503029045,1.2960924712626016,0.41005435256501216,0.22388069299981006,1.296092491415686,0.41005611968268557,0.2583061561884734,1.2960905435396612,0.4098812996079763,0.4593432366563976
