timestamp,camera,status,color,x,y,w,h,area
1763877710.325,kreo1,DETECTED,orange,756,576,32,36,846
1763877710.339,kreo2,DETECTED,orange,572,354,24,24,398
1763877710.357,kreo1,DETECTED,orange,756,578,32,34,826
1763877710.372,kreo2,DETECTED,orange,572,354,26,24,448
1763877710.375,kreo1,DETECTED,orange,756,576,32,34,830
1763877710.387,kreo2,DETECTED,orange,574,354,24,26,432
1763877710.393,kreo1,DETECTED,orange,756,578,32,34,778
1763877710.406,kreo2,DETECTED,orange,572,354,24,24,414
1763877710.425,kreo1,DETECTED,orange,756,578,32,34,808
1763877710.439,kreo2,DETECTED,orange,578,354,20,24,366
1763877710.457,kreo1,DETECTED,orange,756,578,32,34,834
1763877710.471,kreo2,DETECTED,orange,572,354,24,24,414
1763877710.474,kreo1,DETECTED,orange,756,578,32,34,818
1763877710.487,kreo2,DETECTED,orange,572,354,24,24,424
1763877710.494,kreo1,DETECTED,orange,756,578,32,34,802
1763877710.506,kreo2,DETECTED,orange,572,354,24,24,412
1763877710.525,kreo1,DETECTED,orange,756,576,32,36,836
1763877710.538,kreo2,DETECTED,orange,576,354,20,24,354
1763877710.557,kreo1,DETECTED,orange,756,578,32,34,816
1763877710.571,kreo2,DETECTED,orange,572,354,26,26,474
1763877710.574,kreo1,DETECTED,orange,756,576,32,36,848
1763877710.604,kreo2,DETECTED,orange,576,354,22,24,390
1763877710.604,kreo1,DETECTED,orange,756,578,32,34,824
1763877710.623,kreo2,DETECTED,orange,574,354,24,24,432
1763877710.625,kreo1,DETECTED,orange,756,578,32,34,840
1763877710.655,kreo2,DETECTED,orange,572,354,26,24,434
1763877710.657,kreo1,DETECTED,orange,756,578,32,34,840
1763877710.673,kreo1,DETECTED,orange,756,576,32,36,844
1763877710.686,kreo2,DETECTED,orange,572,354,26,24,406
1763877710.694,kreo1,DETECTED,orange,756,578,32,34,818
1763877710.706,kreo2,DETECTED,orange,576,354,22,26,414
1763877710.726,kreo1,DETECTED,orange,756,578,32,34,834
1763877710.739,kreo2,DETECTED,orange,572,354,26,24,444
1763877710.758,kreo1,DETECTED,orange,756,578,32,34,848
1763877710.771,kreo2,DETECTED,orange,574,354,24,24,424
1763877710.774,kreo1,DETECTED,orange,756,578,32,34,822
1763877710.788,kreo2,DETECTED,orange,576,354,20,24,352
1763877710.794,kreo1,DETECTED,orange,756,578,32,34,800
1763877710.807,kreo2,DETECTED,orange,574,352,22,26,408
1763877710.825,kreo1,DETECTED,orange,756,578,32,34,818
1763877710.839,kreo2,DETECTED,orange,576,354,22,24,388
1763877710.857,kreo1,DETECTED,orange,756,576,32,36,872
1763877710.870,kreo2,DETECTED,orange,572,354,26,26,454
1763877710.874,kreo1,DETECTED,orange,756,576,32,36,820
1763877710.887,kreo2,DETECTED,orange,572,354,26,24,422
1763877710.893,kreo1,DETECTED,orange,756,578,32,34,818
1763877710.907,kreo2,DETECTED,orange,574,354,24,24,416
1763877710.925,kreo1,DETECTED,orange,756,578,32,34,838
1763877710.939,kreo2,DETECTED,orange,572,354,26,24,432
1763877710.957,kreo1,DETECTED,orange,756,576,32,36,868
1763877710.971,kreo2,DETECTED,orange,572,354,24,24,436
1763877710.974,kreo1,DETECTED,orange,756,576,32,36,854
1763877710.987,kreo2,DETECTED,orange,572,354,26,24,434
1763877710.994,kreo1,DETECTED,orange,756,578,32,34,804
1763877711.007,kreo2,DETECTED,orange,578,354,20,24,366
1763877711.025,kreo1,DETECTED,orange,756,578,32,34,818
1763877711.038,kreo2,DETECTED,orange,574,354,24,24,416
1763877711.057,kreo1,DETECTED,orange,756,576,32,36,866
1763877711.070,kreo2,DETECTED,orange,572,354,24,24,422
1763877711.074,kreo1,DETECTED,orange,756,578,32,34,820
1763877711.087,kreo2,DETECTED,orange,578,354,20,26,394
1763877711.094,kreo1,DETECTED,orange,756,578,32,34,766
1763877711.106,kreo2,DETECTED,orange,572,354,26,24,432
1763877711.125,kreo1,DETECTED,orange,756,576,32,36,848
1763877711.139,kreo2,DETECTED,orange,572,354,26,24,436
1763877711.157,kreo1,DETECTED,orange,756,576,32,36,844
1763877711.171,kreo2,DETECTED,orange,572,354,26,24,452
1763877711.174,kreo1,DETECTED,orange,756,578,32,34,818
1763877711.187,kreo2,DETECTED,orange,574,354,24,24,416
1763877711.194,kreo1,DETECTED,orange,756,578,32,34,798
1763877711.207,kreo2,DETECTED,orange,572,354,26,24,432
1763877711.225,kreo1,DETECTED,orange,756,578,32,34,804
1763877711.225,kreo1,DETECTED,orange,690,64,14,12,116
1763877711.239,kreo2,DETECTED,orange,578,354,20,24,370
1763877711.257,kreo1,DETECTED,orange,756,576,32,36,864
1763877711.271,kreo2,DETECTED,orange,572,354,26,24,446
1763877711.273,kreo1,DETECTED,orange,756,578,32,34,824
1763877711.287,kreo2,DETECTED,orange,574,354,24,24,402
1763877711.295,kreo1,DETECTED,orange,756,578,32,34,816
1763877711.307,kreo2,DETECTED,orange,572,354,26,24,438
1763877711.326,kreo1,DETECTED,orange,756,578,32,34,806
1763877711.339,kreo2,DETECTED,orange,572,354,24,24,410
1763877711.357,kreo1,DETECTED,orange,756,576,32,36,854
1763877711.371,kreo2,DETECTED,orange,572,354,24,24,434
1763877711.373,kreo1,DETECTED,orange,756,578,32,34,830
1763877711.387,kreo2,DETECTED,orange,574,354,22,24,392
1763877711.394,kreo1,DETECTED,orange,756,580,32,32,758
1763877711.407,kreo2,DETECTED,orange,574,354,24,24,426
1763877711.425,kreo1,DETECTED,orange,756,578,32,34,824
1763877711.439,kreo2,DETECTED,orange,572,354,26,24,402
1763877711.457,kreo1,DETECTED,orange,756,576,32,36,864
1763877711.471,kreo2,DETECTED,orange,572,354,26,24,464
1763877711.474,kreo1,DETECTED,orange,756,576,32,36,832
1763877711.487,kreo2,DETECTED,orange,572,354,26,24,444
1763877711.494,kreo1,DETECTED,orange,756,578,32,34,810
1763877711.507,kreo2,DETECTED,orange,576,354,22,24,384
1763877711.525,kreo1,DETECTED,orange,756,576,32,36,840
1763877711.538,kreo2,DETECTED,orange,572,354,26,24,428
1763877711.557,kreo1,DETECTED,orange,756,576,32,36,858
1763877711.570,kreo2,DETECTED,orange,572,354,26,24,440
1763877711.573,kreo1,DETECTED,orange,756,578,32,34,836
1763877711.587,kreo2,DETECTED,orange,572,354,26,24,428
1763877711.594,kreo1,DETECTED,orange,756,578,32,34,810
1763877711.607,kreo2,DETECTED,orange,572,354,24,24,412
1763877711.625,kreo1,DETECTED,orange,756,578,32,34,840
1763877711.639,kreo2,DETECTED,orange,574,354,24,26,434
1763877711.657,kreo1,DETECTED,orange,756,578,32,34,838
1763877711.671,kreo2,DETECTED,orange,572,354,24,24,426
1763877711.674,kreo1,DETECTED,orange,756,578,32,34,844
1763877711.687,kreo2,DETECTED,orange,572,354,26,24,428
1763877711.694,kreo1,DETECTED,orange,756,578,32,34,808
1763877711.707,kreo2,DETECTED,orange,576,354,20,24,366
1763877711.725,kreo1,DETECTED,orange,756,578,32,34,822
1763877711.739,kreo2,DETECTED,orange,572,354,24,24,406
1763877711.757,kreo1,DETECTED,orange,756,576,32,36,842
1763877711.771,kreo2,DETECTED,orange,574,354,22,24,404
1763877711.774,kreo1,DETECTED,orange,756,578,32,34,826
1763877711.787,kreo2,DETECTED,orange,574,354,24,24,410
1763877711.794,kreo1,DETECTED,orange,756,578,32,34,804
1763877711.807,kreo2,DETECTED,orange,572,354,26,26,460
1763877711.825,kreo1,DETECTED,orange,756,576,32,36,850
1763877711.839,kreo2,DETECTED,orange,574,354,24,24,416
1763877711.857,kreo1,DETECTED,orange,756,578,32,32,810
1763877711.871,kreo2,DETECTED,orange,572,354,24,26,444
1763877711.874,kreo1,DETECTED,orange,756,576,32,36,860
1763877711.887,kreo2,DETECTED,orange,572,354,26,24,410
1763877711.893,kreo1,DETECTED,orange,756,578,32,34,794
1763877711.907,kreo2,DETECTED,orange,576,354,22,24,388
1763877711.925,kreo1,DETECTED,orange,756,578,32,34,832
1763877711.939,kreo2,DETECTED,orange,574,354,24,24,410
1763877711.957,kreo1,DETECTED,orange,756,578,32,34,828
1763877711.971,kreo2,DETECTED,orange,572,354,26,24,436
1763877711.973,kreo1,DETECTED,orange,756,576,32,36,850
1763877711.987,kreo2,DETECTED,orange,574,354,22,24,396
1763877711.994,kreo1,DETECTED,orange,756,578,32,34,790
1763877712.007,kreo2,DETECTED,orange,574,354,24,24,408
1763877712.026,kreo1,DETECTED,orange,756,578,32,34,822
1763877712.039,kreo2,DETECTED,orange,572,354,24,24,412
1763877712.058,kreo1,DETECTED,orange,756,576,32,36,852
1763877712.071,kreo2,DETECTED,orange,572,354,26,24,432
1763877712.074,kreo1,DETECTED,orange,756,578,32,34,822
1763877712.087,kreo2,DETECTED,orange,572,354,26,24,448
1763877712.094,kreo1,DETECTED,orange,756,578,32,34,768
1763877712.107,kreo2,DETECTED,orange,574,354,24,24,418
1763877712.125,kreo1,DETECTED,orange,756,578,32,34,816
1763877712.139,kreo2,DETECTED,orange,572,354,26,24,426
1763877712.157,kreo1,DETECTED,orange,756,576,32,36,866
1763877712.171,kreo2,DETECTED,orange,572,354,26,26,472
1763877712.173,kreo1,DETECTED,orange,756,578,32,34,828
1763877712.187,kreo2,DETECTED,orange,576,354,20,24,362
1763877712.194,kreo1,DETECTED,orange,756,578,32,34,824
1763877712.207,kreo2,DETECTED,orange,572,354,24,24,416
1763877712.226,kreo1,DETECTED,orange,756,578,32,34,834
1763877712.239,kreo2,DETECTED,orange,574,354,24,24,402
1763877712.257,kreo1,DETECTED,orange,756,576,32,36,864
1763877712.271,kreo2,DETECTED,orange,572,354,26,24,460
1763877712.273,kreo1,DETECTED,orange,756,578,32,34,816
1763877712.287,kreo2,DETECTED,orange,572,354,26,24,426
1763877712.294,kreo1,DETECTED,orange,756,580,32,32,748
1763877712.307,kreo2,DETECTED,orange,572,354,24,26,430
1763877712.325,kreo1,DETECTED,orange,756,578,32,34,832
1763877712.339,kreo2,DETECTED,orange,576,354,22,24,392
1763877712.357,kreo1,DETECTED,orange,756,578,32,34,824
1763877712.371,kreo2,DETECTED,orange,572,354,26,24,448
1763877712.373,kreo1,DETECTED,orange,756,578,32,34,840
1763877712.387,kreo2,DETECTED,orange,576,354,20,24,360
1763877712.393,kreo1,DETECTED,orange,756,578,32,34,796
1763877712.407,kreo2,DETECTED,orange,572,354,24,24,414
1763877712.425,kreo1,DETECTED,orange,756,576,32,36,864
1763877712.439,kreo2,DETECTED,orange,572,354,26,24,434
1763877712.457,kreo1,DETECTED,orange,756,576,32,36,868
1763877712.470,kreo2,DETECTED,orange,572,354,26,24,450
1763877712.473,kreo1,DETECTED,orange,756,578,32,34,834
1763877712.487,kreo2,DETECTED,orange,572,354,26,24,438
1763877712.494,kreo1,DETECTED,orange,756,578,32,34,780
1763877712.507,kreo2,DETECTED,orange,572,354,26,24,436
1763877712.525,kreo1,DETECTED,orange,756,578,32,34,840
1763877712.539,kreo2,DETECTED,orange,576,354,22,24,386
1763877712.557,kreo1,DETECTED,orange,756,576,32,36,862
1763877712.571,kreo2,DETECTED,orange,572,352,26,26,464
1763877712.573,kreo1,DETECTED,orange,756,578,32,34,820
1763877712.587,kreo2,DETECTED,orange,574,354,24,24,406
1763877712.594,kreo1,DETECTED,orange,756,578,32,34,816
1763877712.606,kreo2,DETECTED,orange,572,354,26,24,420
1763877712.625,kreo1,DETECTED,orange,756,578,32,34,838
1763877712.638,kreo2,DETECTED,orange,576,354,22,24,384
1763877712.657,kreo1,DETECTED,orange,756,578,32,34,844
1763877712.670,kreo2,DETECTED,orange,572,354,24,24,420
1763877712.673,kreo1,DETECTED,orange,756,578,32,34,838
1763877712.687,kreo2,DETECTED,orange,572,354,26,24,416
1763877712.694,kreo1,DETECTED,orange,756,578,32,34,806
1763877712.707,kreo2,DETECTED,orange,572,354,26,24,438
1763877712.725,kreo1,DETECTED,orange,756,578,32,34,834
1763877712.738,kreo2,DETECTED,orange,574,354,24,24,406
1763877712.757,kreo1,DETECTED,orange,756,576,32,36,848
1763877712.770,kreo2,DETECTED,orange,572,354,24,24,420
1763877712.774,kreo1,DETECTED,orange,756,578,32,34,828
1763877712.787,kreo2,DETECTED,orange,572,354,24,24,404
1763877712.794,kreo1,DETECTED,orange,756,576,32,36,824
1763877712.807,kreo2,DETECTED,orange,572,354,26,24,430
1763877712.825,kreo1,DETECTED,orange,756,576,32,36,848
1763877712.838,kreo2,DETECTED,orange,572,354,24,24,414
1763877712.857,kreo1,DETECTED,orange,756,576,32,36,860
1763877712.871,kreo2,DETECTED,orange,572,354,26,24,440
1763877712.873,kreo1,DETECTED,orange,756,578,32,34,808
1763877712.888,kreo2,DETECTED,orange,572,354,24,24,406
1763877712.895,kreo1,DETECTED,orange,756,578,32,34,802
1763877712.907,kreo2,DETECTED,orange,574,354,24,24,414
1763877712.925,kreo1,DETECTED,orange,756,578,32,34,820
1763877712.939,kreo2,DETECTED,orange,576,354,22,24,390
1763877712.957,kreo1,DETECTED,orange,756,578,32,34,836
1763877712.971,kreo2,DETECTED,orange,572,354,24,24,418
1763877712.974,kreo1,DETECTED,orange,756,578,32,34,818
1763877712.987,kreo2,DETECTED,orange,572,354,26,24,430
1763877712.994,kreo1,DETECTED,orange,756,578,32,34,800
1763877713.007,kreo2,DETECTED,orange,574,354,24,24,406
1763877713.025,kreo1,DETECTED,orange,756,578,32,34,816
1763877713.039,kreo2,DETECTED,orange,574,354,22,24,390
1763877713.057,kreo1,DETECTED,orange,756,578,32,34,816
1763877713.071,kreo2,DETECTED,orange,572,354,26,24,468
1763877713.073,kreo1,DETECTED,orange,756,576,32,36,854
1763877713.087,kreo2,DETECTED,orange,576,354,20,24,374
1763877713.094,kreo1,DETECTED,orange,756,578,32,34,816
1763877713.107,kreo2,DETECTED,orange,572,354,26,24,424
1763877713.125,kreo1,DETECTED,orange,756,576,32,36,850
1763877713.138,kreo2,DETECTED,orange,574,354,22,24,382
1763877713.157,kreo1,DETECTED,orange,756,576,32,36,860
1763877713.170,kreo2,DETECTED,orange,572,352,26,26,482
1763877713.173,kreo1,DETECTED,orange,756,576,32,36,848
1763877713.187,kreo2,DETECTED,orange,572,354,26,24,422
1763877713.194,kreo1,DETECTED,orange,756,578,32,34,814
1763877713.207,kreo2,DETECTED,orange,572,354,24,24,406
1763877713.225,kreo1,DETECTED,orange,756,578,32,34,838
1763877713.239,kreo2,DETECTED,orange,572,354,24,24,398
1763877713.257,kreo1,DETECTED,orange,756,578,32,34,840
1763877713.271,kreo2,DETECTED,orange,572,354,26,26,476
1763877713.273,kreo1,DETECTED,orange,756,578,32,34,826
1763877713.287,kreo2,DETECTED,orange,572,354,26,24,428
1763877713.294,kreo1,DETECTED,orange,756,578,32,34,804
1763877713.307,kreo2,DETECTED,orange,576,354,22,24,398
1763877713.326,kreo1,DETECTED,orange,756,578,32,34,814
1763877713.339,kreo2,DETECTED,orange,572,354,24,24,414
1763877713.357,kreo1,DETECTED,orange,756,578,32,34,832
1763877713.371,kreo2,DETECTED,orange,572,354,26,24,462
1763877713.374,kreo1,DETECTED,orange,756,578,32,34,838
1763877713.387,kreo2,DETECTED,orange,572,354,24,24,398
1763877713.395,kreo1,DETECTED,orange,756,578,32,34,800
1763877713.407,kreo2,DETECTED,orange,576,354,22,24,388
1763877713.425,kreo1,DETECTED,orange,756,578,32,34,848
1763877713.439,kreo2,DETECTED,orange,572,354,26,24,432
1763877713.457,kreo1,DETECTED,orange,756,578,32,34,834
1763877713.471,kreo2,DETECTED,orange,572,354,26,24,464
1763877713.473,kreo1,DETECTED,orange,756,576,32,36,866
1763877713.487,kreo2,DETECTED,orange,574,354,24,24,418
1763877713.495,kreo1,DETECTED,orange,756,578,32,34,778
1763877713.507,kreo2,DETECTED,orange,572,354,26,24,428
