timestamp,camera,status,color,x,y,w,h,area
1763874882.762,kreo1,NOT_DETECTED,N/A,,,,,
1763874882.782,kreo2,DETECTED,orange,386,282,24,24,412
1763874882.794,kreo1,NOT_DETECTED,N/A,,,,,
1763874882.820,kreo2,DETECTED,orange,386,282,24,24,426
1763874882.830,kreo1,NOT_DETECTED,N/A,,,,,
1763874882.851,kreo2,DETECTED,orange,386,282,22,22,382
1763874882.894,kreo1,NOT_DETECTED,N/A,,,,,
1763874882.922,kreo2,DETECTED,orange,386,282,22,24,402
1763874882.932,kreo1,NOT_DETECTED,N/A,,,,,
1763874882.951,kreo2,DETECTED,orange,386,282,24,22,402
1763874882.962,kreo1,NOT_DETECTED,N/A,,,,,
1763874882.983,kreo2,DETECTED,orange,386,282,22,22,360
1763874882.994,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.019,kreo2,DETECTED,orange,386,282,24,24,434
1763874883.030,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.051,kreo2,DETECTED,orange,384,282,26,24,450
1763874883.062,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.083,kreo2,DETECTED,orange,386,282,22,24,408
1763874883.094,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.119,kreo2,DETECTED,orange,386,282,22,24,416
1763874883.130,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.151,kreo2,DETECTED,orange,384,282,26,24,438
1763874883.162,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.184,kreo2,DETECTED,orange,386,282,22,24,396
1763874883.194,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.219,kreo2,DETECTED,orange,386,282,22,24,400
1763874883.230,kreo1,DETECTED,orange,690,64,14,12,118
1763874883.251,kreo2,DETECTED,orange,386,282,22,24,406
1763874883.262,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.283,kreo2,DETECTED,orange,386,282,24,22,396
1763874883.294,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.319,kreo2,DETECTED,orange,386,282,24,24,416
1763874883.330,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.351,kreo2,DETECTED,orange,386,282,24,22,404
1763874883.362,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.383,kreo2,DETECTED,orange,386,282,24,22,396
1763874883.395,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.419,kreo2,DETECTED,orange,384,282,24,24,436
1763874883.431,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.452,kreo2,DETECTED,orange,386,282,24,24,418
1763874883.462,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.483,kreo2,DETECTED,orange,386,282,22,22,364
1763874883.495,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.519,kreo2,DETECTED,orange,386,282,24,24,424
1763874883.530,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.551,kreo2,DETECTED,orange,386,282,24,24,436
1763874883.562,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.583,kreo2,DETECTED,orange,386,282,22,24,392
1763874883.595,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.619,kreo2,DETECTED,orange,386,282,22,24,402
1763874883.630,kreo1,DETECTED,orange,690,64,12,12,100
1763874883.651,kreo2,DETECTED,orange,384,282,24,24,418
1763874883.662,kreo1,DETECTED,orange,688,64,14,12,116
1763874883.682,kreo2,DETECTED,orange,384,282,24,24,438
1763874883.695,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.719,kreo2,DETECTED,orange,386,282,22,24,406
1763874883.731,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.751,kreo2,DETECTED,orange,386,282,22,24,400
1763874883.762,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.783,kreo2,DETECTED,orange,386,282,22,24,404
1763874883.794,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.819,kreo2,DETECTED,orange,384,282,26,24,446
1763874883.830,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.851,kreo2,DETECTED,orange,386,282,24,24,426
1763874883.863,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.883,kreo2,DETECTED,orange,386,282,22,22,376
1763874883.894,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.919,kreo2,DETECTED,orange,386,282,24,24,416
1763874883.930,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.951,kreo2,DETECTED,orange,384,282,26,24,454
1763874883.963,kreo1,NOT_DETECTED,N/A,,,,,
1763874883.983,kreo2,DETECTED,orange,386,282,24,24,422
1763874883.995,kreo1,NOT_DETECTED,N/A,,,,,
1763874884.019,kreo2,DETECTED,orange,384,282,24,24,420
1763874884.032,kreo1,NOT_DETECTED,N/A,,,,,
1763874884.050,kreo2,DETECTED,orange,384,282,26,24,466
1763874884.062,kreo1,NOT_DETECTED,N/A,,,,,
