timestamp,camera,status,color,x,y,w,h,area
1765114959.720,kreo1,SKIPPED_TIMEOUT,N/A,,,,,
1765114959.721,kreo2,SKIPPED_TIMEOUT,N/A,,,,,
1765114959.740,kreo1,SKIPPED_TIMEOUT,N/A,,,,,
1765114959.741,kreo2,SKIPPED_TIMEOUT,N/A,,,,,
1765114959.705,kreo2,DETECTED,orange,408,484,24,24,436
1765114959.688,kreo1,DETECTED,orange,694,378,26,26,506
1765114959.773,kreo2,DETECTED,orange,408,484,24,24,428
1765114959.772,kreo1,DETECTED,orange,694,376,26,28,542
1765114959.804,kreo1,DETECTED,orange,694,378,26,26,504
1765114959.805,kreo2,DETECTED,orange,408,484,24,24,436
1765114959.821,kreo1,DETECTED,orange,694,376,26,28,548
1765114959.822,kreo2,DETECTED,orange,408,484,24,24,422
1765114959.841,kreo1,DETECTED,orange,694,378,26,26,486
1765114959.842,kreo2,DETECTED,orange,408,484,24,24,436
1765114959.873,kreo1,DETECTED,orange,694,376,26,28,522
1765114959.874,kreo2,DETECTED,orange,408,484,24,24,434
1765114959.874,kreo2,DETECTED,orange,656,200,12,12,100
1765114959.905,kreo1,DETECTED,orange,694,376,26,28,530
1765114959.907,kreo2,DETECTED,orange,408,484,24,24,434
1765114959.920,kreo1,DETECTED,orange,694,376,26,28,538
1765114959.923,kreo2,DETECTED,orange,408,484,24,24,418
1765114959.923,kreo2,DETECTED,orange,1224,74,28,18,338
1765114959.923,kreo2,DETECTED,orange,656,200,12,12,100
1765114959.939,kreo1,DETECTED,orange,692,378,28,26,534
1765114959.941,kreo2,DETECTED,orange,408,484,24,24,422
1765114959.972,kreo1,DETECTED,orange,694,376,26,28,514
1765114959.973,kreo2,DETECTED,orange,408,484,24,24,410
1765114959.973,kreo2,DETECTED,orange,1224,70,28,22,390
1765114960.004,kreo1,DETECTED,orange,694,378,26,26,514
1765114960.005,kreo2,DETECTED,orange,408,484,24,24,448
1765114960.005,kreo2,DETECTED,orange,1222,70,34,22,440
1765114960.020,kreo1,DETECTED,orange,694,376,26,28,530
1765114960.021,kreo2,DETECTED,orange,408,484,24,24,430
1765114960.021,kreo2,DETECTED,orange,656,200,12,12,100
1765114960.040,kreo1,DETECTED,orange,694,378,26,26,500
1765114960.041,kreo2,DETECTED,orange,408,484,26,24,452
1765114960.041,kreo2,DETECTED,orange,1234,74,18,18,206
1765114960.072,kreo1,DETECTED,orange,694,376,26,28,530
1765114960.073,kreo2,DETECTED,orange,1222,66,32,26,462
1765114960.073,kreo2,DETECTED,orange,408,484,24,24,428
1765114960.073,kreo2,DETECTED,orange,656,200,12,12,100
1765114960.104,kreo1,DETECTED,orange,694,378,26,26,502
1765114960.105,kreo2,DETECTED,orange,408,484,26,26,490
1765114960.105,kreo2,DETECTED,orange,656,200,12,12,100
1765114960.120,kreo1,DETECTED,orange,694,376,26,28,528
1765114960.122,kreo2,DETECTED,orange,408,484,26,24,454
1765114960.122,kreo2,DETECTED,orange,1224,72,30,20,394
1765114960.140,kreo1,DETECTED,orange,694,378,26,26,484
1765114960.141,kreo2,DETECTED,orange,408,484,24,26,440
1765114960.141,kreo2,DETECTED,orange,656,200,12,12,100
1765114960.171,kreo1,DETECTED,orange,694,376,26,28,540
1765114960.173,kreo2,DETECTED,orange,408,484,24,26,414
1765114960.173,kreo2,DETECTED,orange,1222,72,30,20,364
1765114960.173,kreo2,DETECTED,orange,656,200,12,12,100
1765114960.204,kreo1,DETECTED,orange,694,378,26,26,522
1765114960.205,kreo2,DETECTED,orange,408,484,26,24,466
1765114960.205,kreo2,DETECTED,orange,1238,76,18,16,194
1765114960.220,kreo1,DETECTED,orange,694,376,26,28,528
1765114960.221,kreo2,DETECTED,orange,408,484,24,24,434
