timestamp,camera,ball_2d_x,ball_2d_y,ball_2d_area,ball_3d_x,ball_3d_y,ball_3d_z,tag4_x,tag4_y,tag4_z,tag5_x,tag5_y,tag5_z,detected_kreo1,detected_kreo2
1763932162.541,kreo2,,,,,,,,,,,,,False,False
1763932162.549,kreo1,271,153,870,,,,,,,,,,True,False
1763932162.569,kreo1,271,152,850,,,,,,,,,,True,False
1763932162.573,kreo2,,,,,,,,,,,,,True,False
1763932162.596,kreo1,271,153,854,,,,,,,,,,True,False
1763932162.624,kreo2,,,,,,,,,,,,,True,False
1763932162.628,kreo1,275,152,962,,,,,,,,,,True,False
1763932162.653,kreo1,275,153,928,,,,,,,,,,True,False
1763932162.657,kreo2,,,,,,,,,,,,,True,False
1763932162.675,kreo2,,,,,,,,,,,,,True,False
1763932162.691,kreo1,278,154,988,,,,,,,,,,True,False
1763932162.709,kreo2,,,,,,,,,,,,,True,False
1763932162.734,kreo1,277,151,962,,,,,,,,,,True,False
1763932162.741,kreo2,,,,,,,,,,,,,True,False
1763932162.769,kreo1,279,145,972,,,,,,,,,,True,False
1763932162.772,kreo2,,,,,,,,,,,,,True,False
1763932162.797,kreo2,,,,,,,,,,,,,True,False
1763932162.796,kreo1,280,141,1006,,,,,,,,,,True,False
1763932162.826,kreo2,,,,,,,,,,,,,True,False
1763932162.829,kreo1,285,132,1164,,,,,,,,,,True,False
1763932162.853,kreo1,281,124,1170,,,,,,,,,,True,False
1763932162.857,kreo2,,,,,,,,,,,,,True,False
1763932162.889,kreo1,281,114,1168,,,,,,,,,,True,False
1763932162.889,kreo2,,,,,,,,,,,,,True,False
1763932162.913,kreo1,280,110,1136,,,,,,,,,,True,False
1763932162.915,kreo2,,,,,,,,,,,,,True,False
1763932162.941,kreo2,,,,,,,,,,,,,True,False
1763932162.950,kreo1,279,105,1060,,,,,,,,,,True,False
1763932162.973,kreo2,,,,,,,,,,,,,True,False
1763932162.989,kreo1,278,99,1076,,,,,,,,,,True,False
1763932162.990,kreo2,,,,,,,,,,,,,True,False
1763932163.009,kreo2,,,,,,,,,,,,,True,False
1763932163.036,kreo1,282,96,1066,,,,,,,,,,True,False
1763932163.043,kreo2,,,,,,,,,,,,,True,False
1763932163.074,kreo1,282,99,948,,,,,,,,,,True,False
1763932163.083,kreo2,,,,,,,,,,,,,True,False
1763932163.116,kreo1,287,106,902,,,,,,,,,,True,False
1763932163.116,kreo2,,,,,,,,,,,,,True,False
1763932163.148,kreo2,,,,,,,,,,,,,True,False
1763932163.153,kreo1,295,110,1060,,,,,,,,,,True,False
1763932163.174,kreo2,,,,,,,,,,,,,True,False
1763932163.189,kreo1,296,110,1124,,,,,,,,,,True,False
1763932163.217,kreo2,,,,,,,,,,,,,True,False
1763932163.232,kreo1,297,113,1148,,,,,,,,,,True,False
1763932163.253,kreo2,,,,,,,,,,,,,True,False
1763932163.255,kreo1,298,114,1162,,,,,,,,,,True,False
1763932163.283,kreo2,,,,,,,,,,,,,True,False
1763932163.289,kreo1,298,118,1212,,,,,,,,,,True,False
1763932163.313,kreo2,,,,,,,,,,,,,True,False
1763932163.338,kreo1,298,123,1234,,,,,,,,,,True,False
1763932163.343,kreo2,,,,,,,,,,,,,True,False
1763932163.373,kreo1,298,126,1152,,,,,,,,,,True,False
1763932163.375,kreo2,,,,,,,,,,,,,True,False
