timestamp,camera,ball_2d_x,ball_2d_y,ball_2d_area,ball_3d_x,ball_3d_y,ball_3d_z,tag4_x,tag4_y,tag4_z,tag5_x,tag5_y,tag5_z,detected_kreo1,detected_kreo2
1765217051.572,kreo1,1235,705,1150,,,,,,,,,,True,False
1765217051.597,kreo2,385,292,528,,,,,,,,,,True,True
1765217051.604,kreo1,1234,705,1118,,,,,,,,,,True,True
1765217051.621,kreo2,385,291,464,,,,,,,,,,True,True
1765217051.624,kreo1,1235,704,1174,,,,,,,,,,True,True
1765217051.663,kreo1,1234,705,1130,,,,,,,,,,True,True
1765217051.682,kreo2,385,292,516,,,,,,,,,,True,True
1765217051.688,kreo1,1235,705,1154,,,,,,,,,,True,True
1765217051.715,kreo2,385,291,462,,,,,,,,,,True,True
1765217051.721,kreo1,1235,705,1150,,,,,,,,,,True,True
1765217051.743,kreo1,1235,705,1154,,,,,,,,,,True,True
1765217051.751,kreo2,385,292,532,,,,,,,,,,True,True
1765217051.782,kreo1,1235,705,1146,,,,,,,,,,True,True
1765217051.784,kreo2,385,290,516,,,,,,,,,,True,True
1765217051.812,kreo1,1235,705,1138,,,,,,,,,,True,True
1765217051.816,kreo2,385,291,476,,,,,,,,,,True,True
1765217051.843,kreo1,1234,705,1122,,,,,,,,,,True,True
1765217051.851,kreo2,385,292,544,,,,,,,,,,True,True
1765217051.878,kreo1,1234,705,1126,,,,,,,,,,True,True
1765217051.885,kreo2,385,292,524,,,,,,,,,,True,True
1765217051.910,kreo1,1234,705,1124,,,,,,,,,,True,True
1765217051.915,kreo2,385,290,502,,,,,,,,,,True,True
1765217051.944,kreo1,1235,705,1142,,,,,,,,,,True,True
1765217051.950,kreo2,385,292,538,,,,,,,,,,True,True
1765217051.977,kreo1,1235,705,1158,,,,,,,,,,True,True
1765217051.983,kreo2,385,291,504,,,,,,,,,,True,True
1765217052.012,kreo1,1234,705,1118,,,,,,,,,,True,True
1765217052.016,kreo2,385,291,470,,,,,,,,,,True,True
1765217052.047,kreo1,1234,705,1114,,,,,,,,,,True,True
1765217052.053,kreo2,385,292,536,,,,,,,,,,True,True
1765217052.079,kreo1,1234,705,1116,,,,,,,,,,True,True
1765217052.084,kreo2,385,292,544,,,,,,,,,,True,True
1765217052.108,kreo1,1235,705,1146,,,,,,,,,,True,True
1765217052.115,kreo2,385,291,474,,,,,,,,,,True,True
1765217052.142,kreo1,1234,705,1122,,,,,,,,,,True,True
1765217052.155,kreo2,385,292,534,,,,,,,,,,True,True
1765217052.178,kreo1,1235,704,1164,,,,,,,,,,True,True
1765217052.184,kreo2,385,292,544,,,,,,,,,,True,True
1765217052.205,kreo1,1235,704,1174,,,,,,,,,,True,True
1765217052.219,kreo2,385,291,468,,,,,,,,,,True,True
1765217052.228,kreo1,1234,705,1116,,,,,,,,,,True,True
1765217052.250,kreo2,385,291,566,,,,,,,,,,True,True
1765217052.257,kreo1,1235,704,1164,,,,,,,,,,True,True
1765217052.283,kreo2,385,292,534,,,,,,,,,,True,True
1765217052.289,kreo1,1235,705,1150,,,,,,,,,,True,True
1765217052.319,kreo2,385,291,458,,,,,,,,,,True,True
1765217052.327,kreo1,1234,704,1146,,,,,,,,,,True,True
1765217052.354,kreo2,385,292,544,,,,,,,,,,True,True
1765217052.357,kreo1,1234,705,1120,,,,,,,,,,True,True
1765217052.383,kreo2,385,292,516,,,,,,,,,,True,True
1765217052.389,kreo1,1234,705,1116,,,,,,,,,,True,True
1765217052.415,kreo2,385,291,478,,,,,,,,,,True,True
1765217052.422,kreo1,1234,705,1118,,,,,,,,,,True,True
1765217052.457,kreo2,385,291,556,,,,,,,,,,True,True
1765217052.459,kreo1,1234,705,1118,,,,,,,,,,True,True
1765217052.489,kreo1,1234,704,1154,,,,,,,,,,True,True
1765217052.487,kreo2,385,292,542,,,,,,,,,,True,True
1765217052.516,kreo2,385,291,452,,,,,,,,,,True,True
1765217052.521,kreo1,1235,705,1150,,,,,,,,,,True,True
1765217052.543,kreo1,1235,705,1146,,,,,,,,,,True,True
1765217052.551,kreo2,385,292,542,,,,,,,,,,True,True
1765217052.578,kreo1,1234,704,1148,,,,,,,,,,True,True
1765217052.583,kreo2,385,292,536,,,,,,,,,,True,True
1765217052.610,kreo1,1235,705,1150,,,,,,,,,,True,True
1765217052.615,kreo2,385,291,472,,,,,,,,,,True,True
1765217052.644,kreo1,1235,705,1146,,,,,,,,,,True,True
1765217052.651,kreo2,385,292,530,,,,,,,,,,True,True
1765217052.673,kreo1,1234,704,1154,,,,,,,,,,True,True
1765217052.683,kreo2,385,292,536,,,,,,,,,,True,True
1765217052.705,kreo1,1234,705,1126,,,,,,,,,,True,True
1765217052.716,kreo2,385,290,508,,,,,,,,,,True,True
1765217052.727,kreo1,1234,705,1118,,,,,,,,,,True,True
1765217052.752,kreo2,385,292,520,,,,,,,,,,True,True
1765217052.757,kreo1,1235,705,1156,,,,,,,,,,True,True
1765217052.783,kreo2,385,292,538,,,,,,,,,,True,True
1765217052.789,kreo1,1235,705,1146,,,,,,,,,,True,True
1765217052.814,kreo2,385,291,470,,,,,,,,,,True,True
1765217052.821,kreo1,1234,705,1122,,,,,,,,,,True,True
1765217052.844,kreo2,385,292,516,,,,,,,,,,True,True
1765217052.874,kreo1,1234,704,1138,,,,,,,,,,True,True
1765217052.899,kreo2,385,292,534,,,,,,,,,,True,True
1765217052.915,kreo1,1235,705,1150,,,,,,,,,,True,True
1765217052.956,kreo1,1235,705,1142,,,,,,,,,,True,True
1765217052.953,kreo2,385,292,532,,,,,,,,,,True,True
1765217052.984,kreo2,385,292,544,,,,,,,,,,True,True
1765217052.991,kreo1,1235,705,1150,,,,,,,,,,True,True
1765217053.016,kreo2,385,291,466,,,,,,,,,,True,True
1765217053.021,kreo1,1235,705,1142,,,,,,,,,,True,True
1765217053.062,kreo1,1235,705,1146,,,,,,,,,,True,True
1765217053.057,kreo2,385,292,528,,,,,,,,,,True,True
1765217053.090,kreo1,1234,704,1142,,,,,,,,,,True,True
1765217053.115,kreo2,385,291,464,,,,,,,,,,True,True
1765217053.121,kreo1,1235,705,1146,,,,,,,,,,True,True
1765217053.143,kreo1,1235,705,1140,,,,,,,,,,True,True
1765217053.174,kreo2,385,291,472,,,,,,,,,,True,True
1765217053.176,kreo1,1235,705,1150,,,,,,,,,,True,True
1765217053.203,kreo2,385,291,550,,,,,,,,,,True,True
1765217053.206,kreo1,1235,705,1150,,,,,,,,,,True,True
1765217053.230,kreo1,1235,705,1146,,,,,,,,,,True,True
1765217053.236,kreo2,385,292,532,,,,,,,,,,True,True
1765217053.262,kreo1,1234,705,1126,,,,,,,,,,True,True
1765217053.268,kreo2,385,291,492,,,,,,,,,,True,True
1765217053.295,kreo1,1235,705,1150,,,,,,,,,,True,True
1765217053.302,kreo2,385,291,492,,,,,,,,,,True,True
1765217053.324,kreo1,1234,704,1158,,,,,,,,,,True,True
1765217053.339,kreo2,385,291,562,,,,,,,,,,True,True
1765217053.365,kreo1,1235,705,1142,,,,,,,,,,True,True
1765217053.368,kreo2,385,290,494,,,,,,,,,,True,True
1765217053.389,kreo1,1235,705,1146,,,,,,,,,,True,True
1765217053.399,kreo2,385,291,500,,,,,,,,,,True,True
1765217053.428,kreo1,1235,704,1164,,,,,,,,,,True,True
1765217053.434,kreo2,385,292,526,,,,,,,,,,True,True
1765217053.457,kreo1,1234,705,1126,,,,,,,,,,True,True
1765217053.468,kreo2,385,291,478,,,,,,,,,,True,True
1765217053.489,kreo1,1234,705,1118,,,,,,,,,,True,True
1765217053.507,kreo2,385,291,480,,,,,,,,,,True,True
1765217053.526,kreo1,1235,704,1174,,,,,,,,,,True,True
1765217053.538,kreo2,385,292,538,,,,,,,,,,True,True
1765217053.558,kreo1,1235,705,1134,,,,,,,,,,True,True
1765217053.568,kreo2,385,291,484,,,,,,,,,,True,True
1765217053.589,kreo1,1234,704,1130,,,,,,,,,,True,True
1765217053.601,kreo2,385,292,520,,,,,,,,,,True,True
1765217053.621,kreo1,1235,705,1158,,,,,,,,,,True,True
1765217053.635,kreo2,385,292,546,,,,,,,,,,True,True
1765217053.642,kreo1,1235,705,1144,,,,,,,,,,True,True
1765217053.667,kreo2,385,291,498,,,,,,,,,,True,True
1765217053.683,kreo1,1234,705,1122,,,,,,,,,,True,True
