timestamp,camera,ball_2d_x,ball_2d_y,ball_2d_area,ball_3d_x,ball_3d_y,ball_3d_z,tag4_x,tag4_y,tag4_z,tag5_x,tag5_y,tag5_z,detected_kreo1,detected_kreo2
1765115367.357,kreo2,371,597,728,,,,,,,,,,False,True
1765115367.357,kreo1,758,313,468,,,,,,,,,,True,True
1765115367.385,kreo1,759,313,400,,,,,,,,,,True,True
1765115367.387,kreo2,372,597,720,,,,,,,,,,True,True
1765115367.418,kreo2,372,596,682,,,,,,,,,,True,True
1765115367.434,kreo2,372,597,708,,,,,,,,,,True,True
1765115367.452,kreo1,758,313,436,,,,,,,,,,True,True
1765115367.454,kreo2,372,597,730,,,,,,,,,,True,True
1765115367.485,kreo1,759,314,434,,,,,,,,,,True,True
1765115367.487,kreo2,372,597,724,,,,,,,,,,True,True
1765115367.529,kreo2,371,596,688,,,,,,,,,,True,True
1765115367.536,kreo1,758,313,408,,,,,,,,,,True,True
1765115367.569,kreo2,372,597,720,,,,,,,,,,True,True
1765115367.572,kreo1,758,312,536,,,,,,,,,,True,True
1765115367.602,kreo2,372,597,720,,,,,,,,,,True,True
1765115367.601,kreo1,758,313,526,,,,,,,,,,True,True
1765115367.617,kreo1,758,313,560,,,,,,,,,,True,True
1765115367.636,kreo2,372,597,726,,,,,,,,,,True,True
1765115367.661,kreo1,758,312,520,,,,,,,,,,True,True
1765115367.675,kreo2,370,597,698,,,,,,,,,,True,True
1765115367.685,kreo1,759,313,436,,,,,,,,,,True,True
1765115367.705,kreo2,372,597,704,,,,,,,,,,True,True
1765115367.718,kreo1,758,313,568,,,,,,,,,,True,True
1765115367.740,kreo2,372,597,726,,,,,,,,,,True,True
1765115367.753,kreo1,758,312,532,,,,,,,,,,True,True
1765115367.771,kreo2,371,596,702,,,,,,,,,,True,True
1765115367.786,kreo1,758,313,448,,,,,,,,,,True,True
1765115367.802,kreo2,371,597,692,,,,,,,,,,True,True
1765115367.817,kreo1,758,314,494,,,,,,,,,,True,True
1765115367.838,kreo1,759,314,390,,,,,,,,,,True,True
1765115367.840,kreo2,372,597,728,,,,,,,,,,True,True
1765115367.871,kreo2,370,597,710,,,,,,,,,,True,True
1765115367.901,kreo1,758,312,538,,,,,,,,,,True,True
1765115367.902,kreo2,371,597,718,,,,,,,,,,True,True
1765115367.923,kreo1,758,312,522,,,,,,,,,,True,True
1765115367.937,kreo2,372,597,718,,,,,,,,,,True,True
1765115367.958,kreo1,758,313,558,,,,,,,,,,True,True
1765115367.988,kreo1,759,313,442,,,,,,,,,,True,True
1765115367.985,kreo2,371,597,728,,,,,,,,,,True,True
1765115368.003,kreo2,371,597,720,,,,,,,,,,True,True
1765115368.023,kreo1,758,313,550,,,,,,,,,,True,True
1765115368.034,kreo2,372,597,732,,,,,,,,,,True,True
1765115368.055,kreo1,758,312,522,,,,,,,,,,True,True
1765115368.087,kreo1,758,313,462,,,,,,,,,,True,True
1765115368.088,kreo2,372,597,732,,,,,,,,,,True,True
1765115368.119,kreo2,372,597,700,,,,,,,,,,True,True
1765115368.117,kreo1,759,313,452,,,,,,,,,,True,True
1765115368.135,kreo2,372,597,724,,,,,,,,,,True,True
1765115368.163,kreo1,758,313,498,,,,,,,,,,True,True
1765115368.171,kreo2,371,597,724,,,,,,,,,,True,True
1765115368.192,kreo1,758,313,426,,,,,,,,,,True,True
1765115368.202,kreo2,371,597,724,,,,,,,,,,True,True
1765115368.226,kreo1,758,312,508,,,,,,,,,,True,True
1765115368.235,kreo2,372,597,726,,,,,,,,,,True,True
1765115368.260,kreo1,758,313,562,,,,,,,,,,True,True
1765115368.262,kreo2,372,596,680,,,,,,,,,,True,True
1765115368.287,kreo2,372,597,740,,,,,,,,,,True,True
1765115368.287,kreo1,759,313,400,,,,,,,,,,True,True
1765115368.316,kreo1,758,313,478,,,,,,,,,,True,True
1765115368.318,kreo2,372,597,716,,,,,,,,,,True,True
1765115368.335,kreo2,372,597,716,,,,,,,,,,True,True
1765115368.334,kreo1,758,314,458,,,,,,,,,,True,True
1765115368.370,kreo2,372,597,716,,,,,,,,,,True,True
1765115368.400,kreo1,758,312,548,,,,,,,,,,True,True
1765115368.402,kreo2,372,596,684,,,,,,,,,,True,True
1765115368.416,kreo1,758,313,476,,,,,,,,,,True,True
1765115368.440,kreo1,758,312,492,,,,,,,,,,True,True
