timestamp,camera,ball_2d_x,ball_2d_y,ball_2d_area,ball_3d_x,ball_3d_y,ball_3d_z,tag4_x,tag4_y,tag4_z,tag5_x,tag5_y,tag5_z,detected_kreo1,detected_kreo2
1764357852.614,kreo1,,,,,,,,,,,,,False,False
1764357852.510,kreo2,,,,,,,,,,,,,False,False
1764357852.574,kreo2,,,,,,,,,,,,,False,False
1764357852.645,kreo1,,,,,,,,,,,,,False,False
1764357852.712,kreo2,,,,,,,,,,,,,False,False
1764357852.743,kreo2,,,,,,,,,,,,,False,False
1764357852.709,kreo1,,,,,,,,,,,,,False,False
1764357852.742,kreo1,,,,,,,,,,,,,False,False
1764357852.775,kreo2,,,,,,,,,,,,,False,False
1764357852.774,kreo1,,,,,,,,,,,,,False,False
1764357852.810,kreo1,,,,,,,,,,,,,False,False
1764357852.810,kreo2,,,,,,,,,,,,,False,False
1764357852.843,kreo2,,,,,,,,,,,,,False,False
1764357852.841,kreo1,,,,,,,,,,,,,False,False
1764357852.875,kreo2,,,,,,,,,,,,,False,False
1764357852.875,kreo1,,,,,,,,,,,,,False,False
1764357852.909,kreo1,,,,,,,,,,,,,False,False
1764357852.913,kreo2,,,,,,,,,,,,,False,False
1764357852.946,kreo2,,,,,,,,,,,,,False,False
1764357852.944,kreo1,,,,,,,,,,,,,False,False
1764357852.974,kreo1,,,,,,,,,,,,,False,False
1764357852.977,kreo2,,,,,,,,,,,,,False,False
1764357853.018,kreo2,,,,,,,,,,,,,False,False
1764357853.020,kreo1,,,,,,,,,,,,,False,False
1764357853.049,kreo2,,,,,,,,,,,,,False,False
1764357853.049,kreo1,,,,,,,,,,,,,False,False
1764357853.076,kreo1,,,,,,,,,,,,,False,False
1764357853.080,kreo2,,,,,,,,,,,,,False,False
1764357853.111,kreo2,,,,,,,,,,,,,False,False
1764357853.112,kreo1,,,,,,,,,,,,,False,False
1764357853.145,kreo1,,,,,,,,,,,,,False,False
1764357853.145,kreo2,,,,,,,,,,,,,False,False
1764357853.173,kreo1,,,,,,,,,,,,,False,False
1764357853.176,kreo2,,,,,,,,,,,,,False,False
1764357853.217,kreo1,,,,,,,,,,,,,False,False
1764357853.222,kreo2,,,,,,,,,,,,,False,False
1764357853.244,kreo2,,,,,,,,,,,,,False,False
1764357853.244,kreo1,,,,,,,,,,,,,False,False
