timestamp,camera,ball_2d_x,ball_2d_y,ball_2d_area,ball_3d_x,ball_3d_y,ball_3d_z,tag4_x,tag4_y,tag4_z,tag5_x,tag5_y,tag5_z,detected_kreo1,detected_kreo2
1763932082.471,kreo2,,,,,,,,,,,,,False,False
1763932082.489,kreo1,,,,,,,,,,,,,False,False
1763932082.494,kreo2,,,,,,,,,,,,,False,False
1763932082.524,kreo2,,,,,,,,,,,,,False,False
1763932082.548,kreo1,322,190,250,,,,,,,,,,True,False
1763932082.557,kreo2,,,,,,,,,,,,,True,False
1763932082.575,kreo1,,,,,,,,,,,,,False,False
1763932082.590,kreo2,,,,,,,,,,,,,False,False
1763932082.608,kreo1,,,,,,,,,,,,,False,False
1763932082.633,kreo2,,,,,,,,,,,,,False,False
1763932082.657,kreo2,,,,,,,,,,,,,False,False
1763932082.668,kreo1,,,,,,,,,,,,,False,False
1763932082.689,kreo1,,,,,,,,,,,,,False,False
1763932082.690,kreo2,,,,,,,,,,,,,False,False
1763932082.733,kreo2,,,,,,,,,,,,,False,False
1763932082.735,kreo1,305,228,136,,,,,,,,,,True,False
1763932082.763,kreo2,,,,,,,,,,,,,True,False
1763932082.769,kreo1,,,,,,,,,,,,,False,False
1763932082.795,kreo2,,,,,,,,,,,,,False,False
1763932082.808,kreo1,,,,,,,,,,,,,False,False
1763932082.824,kreo2,,,,,,,,,,,,,False,False
1763932082.850,kreo1,,,,,,,,,,,,,False,False
1763932082.856,kreo2,,,,,,,,,,,,,False,False
1763932082.888,kreo1,,,,,,,,,,,,,False,False
1763932082.888,kreo2,,,,,,,,,,,,,False,False
1763932082.910,kreo1,,,,,,,,,,,,,False,False
1763932082.915,kreo2,,,,,,,,,,,,,False,False
1763932082.941,kreo2,,,,,,,,,,,,,False,False
1763932082.957,kreo1,,,,,,,,,,,,,False,False
1763932082.977,kreo2,,,,,,,,,,,,,False,False
1763932082.988,kreo1,,,,,,,,,,,,,False,False
1763932083.015,kreo2,,,,,,,,,,,,,False,False
1763932083.028,kreo1,,,,,,,,,,,,,False,False
1763932083.049,kreo2,,,,,,,,,,,,,False,False
1763932083.053,kreo1,,,,,,,,,,,,,False,False
1763932083.080,kreo2,,,,,,,,,,,,,False,False
1763932083.088,kreo1,,,,,,,,,,,,,False,False
