timestamp,ball_3d_x,ball_3d_y,ball_3d_z,car_3d_x,car_3d_y,car_3d_z,cam1_ball_detected,cam2_ball_detected
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,,,,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.401,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.635,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.673,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.673,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.673,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.673,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.021226779961991238,0.4314262175848257,0.15498618658947122,True,True
1763885662.704,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.01680758869474712,0.4333179497311581,0.11880261485506882,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.751,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.798,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.824,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.824,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.824,,,,0.029910497058302135,0.43572903184065637,0.2185036265287944,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.020913947913668574,0.4322751964346571,0.14026348342284725,True,True
1763885662.824,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.824,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.824,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.849,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.849,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.849,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.849,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.849,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.849,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.849,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
1763885662.849,,,,0.03034339378580833,0.4362911299253621,0.2247450324889697,True,True
