timestamp,camera,ball_2d_x,ball_2d_y,ball_2d_area,ball_3d_x,ball_3d_y,ball_3d_z,tag4_x,tag4_y,tag4_z,tag5_x,tag5_y,tag5_z,detected_kreo1,detected_kreo2
1765121468.633,kreo2,370,502,480,,,,,,,,,,False,True
1765121468.653,kreo1,,,,,,,,,,,,,False,True
1765121468.654,kreo2,370,502,508,,,,,,,,,,False,True
1765121468.679,kreo1,758,400,140,,,,,,,,,,True,True
1765121468.686,kreo2,369,501,568,,,,,,,,,,True,True
1765121468.702,kreo1,757,400,156,,,,,,,,,,True,True
1765121468.718,kreo2,370,501,516,,,,,,,,,,True,True
1765121468.733,kreo1,759,400,148,,,,,,,,,,True,True
1765121468.735,kreo2,370,502,480,,,,,,,,,,True,True
1765121468.770,kreo1,,,,,,,,,,,,,False,True
1765121468.770,kreo2,369,501,484,,,,,,,,,,False,True
1765121468.798,kreo1,758,400,136,,,,,,,,,,True,True
1765121468.804,kreo2,370,501,462,,,,,,,,,,True,True
1765121468.818,kreo1,757,399,182,,,,,,,,,,True,True
1765121468.834,kreo2,370,502,498,,,,,,,,,,True,True
1765121468.854,kreo1,758,400,140,,,,,,,,,,True,True
1765121468.857,kreo2,370,502,512,,,,,,,,,,True,True
1765121468.879,kreo1,758,400,136,,,,,,,,,,True,True
1765121468.886,kreo2,370,503,510,,,,,,,,,,True,True
1765121468.901,kreo1,757,400,152,,,,,,,,,,True,True
1765121468.921,kreo2,369,502,582,,,,,,,,,,True,True
1765121468.931,kreo1,758,399,194,,,,,,,,,,True,True
1765121468.954,kreo2,370,501,544,,,,,,,,,,True,True
1765121468.963,kreo1,757,400,156,,,,,,,,,,True,True
1765121468.986,kreo2,370,502,560,,,,,,,,,,True,True
1765121468.995,kreo1,758,399,204,,,,,,,,,,True,True
1765121469.023,kreo1,757,400,152,,,,,,,,,,True,True
1765121469.024,kreo2,370,502,554,,,,,,,,,,True,True
1765121469.047,kreo1,759,400,154,,,,,,,,,,True,True
1765121469.054,kreo2,370,502,508,,,,,,,,,,True,True
1765121469.079,kreo1,758,400,138,,,,,,,,,,True,True
1765121469.085,kreo2,370,502,510,,,,,,,,,,True,True
1765121469.095,kreo1,,,,,,,,,,,,,False,True
