timestamp,camera,ball_2d_x,ball_2d_y,ball_2d_area,ball_3d_x,ball_3d_y,ball_3d_z,tag4_x,tag4_y,tag4_z,tag5_x,tag5_y,tag5_z,detected_kreo1,detected_kreo2
1765216233.715,kreo1,1217,459,972,,,,,,,,,,True,False
1765216233.713,kreo2,368,329,554,,,,,,,,,,True,True
1765216233.738,kreo1,1217,458,904,,,,,,,,,,True,True
1765216233.746,kreo2,367,327,600,,,,,,,,,,True,True
1765216233.768,kreo1,1219,457,952,,,,,,,,,,True,True
1765216233.789,kreo2,368,323,534,,,,,,,,,,True,True
1765216233.801,kreo1,1220,454,832,,,,,,,,,,True,True
1765216233.822,kreo1,1221,453,942,,,,,,,,,,True,True
1765216233.821,kreo2,368,318,510,,,,,,,,,,True,True
1765216233.846,kreo2,369,315,510,,,,,,,,,,True,True
1765216233.862,kreo1,1222,450,834,,,,,,,,,,True,True
1765216233.882,kreo2,369,308,522,,,,,,,,,,True,True
1765216233.888,kreo1,1225,446,906,,,,,,,,,,True,True
1765216233.917,kreo1,1226,443,996,,,,,,,,,,True,True
1765216233.915,kreo2,368,303,502,,,,,,,,,,True,True
1765216233.941,kreo1,1230,442,842,,,,,,,,,,True,True
1765216233.947,kreo2,368,300,516,,,,,,,,,,True,True
1765216233.973,kreo1,1229,440,966,,,,,,,,,,True,True
1765216233.979,kreo2,367,295,538,,,,,,,,,,True,True
1765216234.006,kreo1,1229,438,922,,,,,,,,,,True,True
1765216234.014,kreo2,367,290,506,,,,,,,,,,True,True
1765216234.040,kreo1,1229,436,942,,,,,,,,,,True,True
1765216234.047,kreo2,367,288,536,,,,,,,,,,True,True
1765216234.069,kreo1,1230,437,1062,,,,,,,,,,True,True
1765216234.081,kreo2,367,287,488,,,,,,,,,,True,True
1765216234.100,kreo1,1229,437,978,,,,,,,,,,True,True
1765216234.121,kreo1,1229,437,1084,,,,,,,,,,True,True
1765216234.145,kreo2,368,289,494,,,,,,,,,,True,True
1765216234.152,kreo1,1229,438,970,,,,,,,,,,True,True
1765216234.178,kreo2,367,291,498,,,,,,,,,,True,True
1765216234.194,kreo1,1229,440,992,,,,,,,,,,True,True
1765216234.195,kreo2,366,294,544,,,,,,,,,,True,True
1765216234.219,kreo1,1228,443,1066,,,,,,,,,,True,True
1765216234.239,kreo2,365,296,570,,,,,,,,,,True,True
1765216234.253,kreo1,1230,444,968,,,,,,,,,,True,True
1765216234.264,kreo2,366,301,470,,,,,,,,,,True,True
1765216234.294,kreo1,1230,447,954,,,,,,,,,,True,True
1765216234.296,kreo2,363,307,544,,,,,,,,,,True,True
1765216234.319,kreo1,1230,450,1020,,,,,,,,,,True,True
1765216234.334,kreo2,361,309,504,,,,,,,,,,True,True
1765216234.361,kreo1,1233,449,914,,,,,,,,,,True,True
1765216234.364,kreo2,358,312,532,,,,,,,,,,True,True
1765216234.385,kreo1,1235,450,944,,,,,,,,,,True,True
1765216234.395,kreo2,355,318,530,,,,,,,,,,True,True
1765216234.417,kreo1,1238,450,982,,,,,,,,,,True,True
1765216234.431,kreo2,352,320,504,,,,,,,,,,True,True
1765216234.445,kreo1,1240,450,944,,,,,,,,,,True,True
1765216234.462,kreo2,350,324,490,,,,,,,,,,True,True
1765216234.469,kreo1,1244,449,1014,,,,,,,,,,True,True
1765216234.502,kreo1,164,252,976,,,,,,,,,,True,True
1765216234.501,kreo2,344,327,582,,,,,,,,,,True,True
1765216234.531,kreo2,341,327,550,,,,,,,,,,True,True
1765216234.537,kreo1,1250,444,972,,,,,,,,,,True,True
1765216234.563,kreo2,338,327,570,,,,,,,,,,True,True
1765216234.569,kreo1,1254,442,1000,,,,,,,,,,True,True
1765216234.594,kreo2,334,327,594,,,,,,,,,,True,True
1765216234.600,kreo1,1258,438,978,,,,,,,,,,True,True
1765216234.621,kreo1,1259,437,1036,,,,,,,,,,True,True
1765216234.623,kreo2,333,327,550,,,,,,,,,,True,True
1765216234.648,kreo2,331,327,642,,,,,,,,,,True,True
1765216234.653,kreo1,1261,436,980,,,,,,,,,,True,True
1765216234.679,kreo2,330,328,570,,,,,,,,,,True,True
1765216234.685,kreo1,1263,436,942,,,,,,,,,,True,True
1765216234.717,kreo1,1263,435,1010,,,,,,,,,,True,True
1765216234.715,kreo2,328,328,544,,,,,,,,,,True,True
1765216234.740,kreo1,1264,435,862,,,,,,,,,,True,True
1765216234.747,kreo2,327,330,600,,,,,,,,,,True,True
1765216234.772,kreo1,1264,435,988,,,,,,,,,,True,True
1765216234.779,kreo2,327,330,542,,,,,,,,,,True,True
1765216234.804,kreo1,1264,435,922,,,,,,,,,,True,True
1765216234.814,kreo2,326,329,532,,,,,,,,,,True,True
1765216234.837,kreo1,1265,434,870,,,,,,,,,,True,True
1765216234.852,kreo2,325,331,574,,,,,,,,,,True,True
1765216234.868,kreo1,1264,434,936,,,,,,,,,,True,True
1765216234.888,kreo2,325,330,534,,,,,,,,,,True,True
1765216234.900,kreo1,1265,434,900,,,,,,,,,,True,True
1765216234.920,kreo1,1264,435,974,,,,,,,,,,True,True
1765216234.922,kreo2,325,328,516,,,,,,,,,,True,True
1765216234.946,kreo2,327,329,590,,,,,,,,,,True,True
1765216234.960,kreo1,1264,434,930,,,,,,,,,,True,True
1765216234.982,kreo2,327,327,598,,,,0.23584026586839216,0.12596261050690744,-0.007875114796446342,,,,True,True
1765216234.985,kreo1,1265,434,826,,,,0.23584026586839216,0.12596261050690744,-0.007875114796446342,,,,True,True
1765216235.015,kreo2,328,325,524,,,,0.23584026586839216,0.12596261050690744,-0.007875114796446342,,,,True,True
1765216235.016,kreo1,1264,435,966,,,,0.23584026586839216,0.12596261050690744,-0.007875114796446342,,,,True,True
1765216235.039,kreo1,1265,436,840,,,,0.23584026586839216,0.12596261050690744,-0.007875114796446342,,,,True,True
1765216235.047,kreo2,329,325,620,,,,0.23584026586839216,0.12596261050690744,-0.007875114796446342,,,,True,True
1765216235.068,kreo1,1262,437,1038,,,,0.23584026586839216,0.12596261050690744,-0.007875114796446342,,,,True,True
1765216235.079,kreo2,332,323,598,,,,0.23584026586839216,0.12596261050690744,-0.007875114796446342,,,,True,True
1765216235.094,kreo2,332,323,614,,,,0.23584026586839216,0.12596261050690744,-0.007875114796446342,,,,True,True
