timestamp,camera,ball_2d_x,ball_2d_y,ball_2d_area,ball_3d_x,ball_3d_y,ball_3d_z,tag4_x,tag4_y,tag4_z,tag5_x,tag5_y,tag5_z,detected_kreo1,detected_kreo2
1763933320.709,kreo2,,,,,,,,,,,,,False,False
1763933320.726,kreo2,,,,,,,,,,,,,False,False
1763933320.726,kreo1,,,,,,,,,,,,,False,False
1763933320.752,kreo2,,,,,,,,,,,,,False,False
1763933320.764,kreo1,,,,,,,,,,,,,False,False
1763933320.778,kreo2,,,,,,,,,,,,,False,False
1763933320.793,kreo1,407,66,108,,,,,,,,,,True,False
1763933320.809,kreo2,,,,,,,,,,,,,True,False
1763933320.827,kreo1,420,67,164,,,,,,,,,,True,False
1763933320.828,kreo2,,,,,,,,,,,,,True,False
1763933320.864,kreo1,,,,,,,,,,,,,False,False
1763933320.865,kreo2,,,,,,,,,,,,,False,False
1763933320.894,kreo2,,,,,,,,,,,,,False,False
1763933320.894,kreo1,,,,,,,,,,,,,False,False
1763933320.926,kreo1,409,69,202,,,,,,,,,,True,False
1763933320.954,kreo1,413,69,162,,,,,,,,,,True,False
1763933320.953,kreo2,,,,,,,,,,,,,True,False
1763933320.985,kreo1,,,,,,,,,,,,,False,False
1763933320.984,kreo2,,,,,,,,,,,,,False,False
1763933321.011,kreo1,,,,,,,,,,,,,False,False
1763933321.011,kreo2,,,,,,,,,,,,,False,False
1763933321.050,kreo1,414,70,422,,,,,,,,,,True,False
1763933321.052,kreo2,,,,,,,,,,,,,True,False
1763933321.078,kreo2,,,,,,,,,,,,,True,False
1763933321.079,kreo1,,,,,,,,,,,,,False,False
1763933321.110,kreo2,,,,,,,,,,,,,False,False
1763933321.110,kreo1,,,,,,,,,,,,,False,False
1763933321.149,kreo1,413,71,170,,,,,,,,,,True,False
1763933321.154,kreo2,,,,,,,,,,,,,True,False
1763933321.181,kreo2,,,,,,,,,,,,,True,False
1763933321.181,kreo1,,,,,,,,,,,,,False,False
1763933321.213,kreo1,414,72,132,,,,,,,,,,True,False
1763933321.210,kreo2,,,,,,,,,,,,,True,False
1763933321.241,kreo1,424,69,108,,,,,,,,,,True,False
1763933321.245,kreo2,,,,,,,,,,,,,True,False
1763933321.270,kreo1,412,69,160,,,,,,,,,,True,False
1763933321.278,kreo2,,,,,,,,,,,,,True,False
1763933321.299,kreo1,,,,,,,,,,,,,False,False
1763933321.313,kreo2,,,,,,,,,,,,,False,False
1763933321.326,kreo1,,,,,,,,,,,,,False,False
1763933321.346,kreo2,,,,,,,,,,,,,False,False
1763933321.371,kreo1,,,,,,,,,,,,,False,False
1763933321.378,kreo2,,,,,,,,,,,,,False,False
1763933321.398,kreo1,422,70,176,,,,,,,,,,True,False
1763933321.410,kreo2,,,,,,,,,,,,,True,False
1763933321.431,kreo2,,,,,,,,,,,,,True,False
