timestamp,camera,ball_2d_x,ball_2d_y,ball_2d_area,ball_3d_x,ball_3d_y,ball_3d_z,tag4_x,tag4_y,tag4_z,tag5_x,tag5_y,tag5_z,detected_kreo1,detected_kreo2
1765121348.876,kreo1,,,,,,,,,,,,,False,False
1765121348.884,kreo2,370,501,464,,,,,,,,,,False,True
1765121348.894,kreo1,757,400,152,,,,,,,,,,True,True
1765121348.921,kreo2,370,500,468,,,,,,,,,,True,True
1765121348.930,kreo1,757,400,156,,,,,,,,,,True,True
1765121348.952,kreo2,370,501,448,,,,,,,,,,True,True
1765121348.960,kreo1,,,,,,,,,,,,,False,True
1765121348.989,kreo2,370,500,490,,,,,,,,,,False,True
1765121348.996,kreo1,755,399,208,,,,,,,,,,True,True
1765121349.017,kreo2,370,500,484,,,,,,,,,,True,True
1765121349.037,kreo1,,,,,,,,,,,,,False,True
1765121349.052,kreo2,370,500,484,,,,,,,,,,False,True
1765121349.068,kreo1,,,,,,,,,,,,,False,True
1765121349.093,kreo2,370,500,508,,,,,,,,,,False,True
1765121349.094,kreo1,756,397,212,,,,,,,,,,True,True
1765121349.117,kreo2,370,501,484,,,,,,,,,,True,True
1765121349.129,kreo1,,,,,,,,,,,,,False,True
1765121349.132,kreo2,370,500,484,,,,,,,,,,False,True
1765121349.152,kreo2,370,501,448,,,,,,,,,,False,True
1765121349.161,kreo1,,,,,,,,,,,,,False,True
1765121349.184,kreo2,370,501,484,,,,,,,,,,False,True
1765121349.197,kreo1,757,400,152,,,,,,,,,,True,True
1765121349.216,kreo2,370,500,476,,,,,,,,,,True,True
1765121349.237,kreo1,758,399,190,,,,,,,,,,True,True
1765121349.260,kreo1,,,,,,,,,,,,,False,True
1765121349.268,kreo2,370,502,508,,,,,,,,,,False,True
1765121349.292,kreo1,759,399,172,,,,,,,,,,True,True
1765121349.300,kreo2,370,500,488,,,,,,,,,,True,True
1765121349.313,kreo1,,,,,,,,,,,,,False,True
1765121349.332,kreo2,370,502,476,,,,,,,,,,False,True
1765121349.346,kreo1,758,400,136,,,,,,,,,,True,True
1765121349.361,kreo2,370,502,460,,,,,,,,,,True,True
1765121349.379,kreo1,,,,,,,,,,,,,False,True
1765121349.384,kreo2,370,500,480,,,,,,,,,,False,True
1765121349.412,kreo1,,,,,,,,,,,,,False,True
1765121349.416,kreo2,370,501,460,,,,,,,,,,False,True
1765121349.434,kreo2,370,500,502,,,,,,,,,,False,True
1765121349.445,kreo1,,,,,,,,,,,,,False,True
1765121349.468,kreo2,370,501,466,,,,,,,,,,False,True
1765121349.487,kreo1,757,399,176,,,,,,,,,,True,True
1765121349.500,kreo2,370,501,464,,,,,,,,,,True,True
1765121349.521,kreo1,,,,,,,,,,,,,False,True
1765121349.538,kreo2,370,499,474,,,,,,,,,,False,True
1765121349.545,kreo1,,,,,,,,,,,,,False,True
1765121349.568,kreo2,370,500,472,,,,,,,,,,False,True
1765121349.580,kreo1,,,,,,,,,,,,,False,True
1765121349.593,kreo1,,,,,,,,,,,,,False,True
1765121349.600,kreo2,370,501,460,,,,,,,,,,False,True
1765121349.619,kreo1,,,,,,,,,,,,,False,True
1765121349.632,kreo2,370,500,504,,,,,,,,,,False,True
1765121349.654,kreo2,370,501,504,,,,,,,,,,False,True
1765121349.657,kreo1,,,,,,,,,,,,,False,True
1765121349.678,kreo1,,,,,,,,,,,,,False,True
1765121349.684,kreo2,370,502,480,,,,,,,,,,False,True
1765121349.693,kreo1,759,400,154,,,,,,,,,,True,True
1765121349.713,kreo1,757,399,172,,,,,,,,,,True,True
1765121349.718,kreo2,370,500,480,,,,,,,,,,True,True
1765121349.733,kreo2,370,501,464,,,,,,,,,,True,True
1765121349.746,kreo1,,,,,,,,,,,,,False,True
1765121349.753,kreo2,370,502,464,,,,,,,,,,False,True
1765121349.781,kreo1,757,400,156,,,,,,,,,,True,True
1765121349.785,kreo2,370,501,460,,,,,,,,,,True,True
1765121349.812,kreo1,758,400,134,,,,,,,,,,True,True
1765121349.816,kreo2,370,500,508,,,,,,,,,,True,True
1765121349.833,kreo2,370,501,448,,,,,,,,,,True,True
1765121349.844,kreo1,,,,,,,,,,,,,False,True
1765121349.853,kreo2,370,499,450,,,,,,,,,,False,True
1765121349.882,kreo1,757,400,156,,,,,,,,,,True,True
1765121349.885,kreo2,370,501,514,,,,,,,,,,True,True
1765121349.913,kreo1,758,399,192,,,,,,,,,,True,True
1765121349.916,kreo2,370,501,462,,,,,,,,,,True,True
1765121349.933,kreo2,370,500,486,,,,,,,,,,True,True
1765121349.944,kreo1,,,,,,,,,,,,,False,True
1765121349.954,kreo2,370,501,460,,,,,,,,,,False,True
1765121349.979,kreo1,757,396,188,,,,,,,,,,True,True
1765121349.984,kreo2,370,501,504,,,,,,,,,,True,True
1765121350.013,kreo1,758,400,138,,,,,,,,,,True,True
1765121350.016,kreo2,370,500,488,,,,,,,,,,True,True
1765121350.035,kreo2,370,499,450,,,,,,,,,,True,True
1765121350.046,kreo1,757,400,156,,,,,,,,,,True,True
1765121350.074,kreo2,370,502,464,,,,,,,,,,True,True
1765121350.077,kreo1,758,399,188,,,,,,,,,,True,True
1765121350.095,kreo1,,,,,,,,,,,,,False,True
1765121350.101,kreo2,370,500,488,,,,,,,,,,False,True
1765121350.117,kreo1,,,,,,,,,,,,,False,True
1765121350.132,kreo2,370,501,462,,,,,,,,,,False,True
1765121350.145,kreo1,759,400,158,,,,,,,,,,True,True
1765121350.153,kreo2,370,500,472,,,,,,,,,,True,True
1765121350.177,kreo1,,,,,,,,,,,,,False,True
1765121350.194,kreo1,757,400,156,,,,,,,,,,True,True
1765121350.191,kreo2,370,500,504,,,,,,,,,,True,True
1765121350.217,kreo1,756,398,240,,,,,,,,,,True,True
1765121350.217,kreo2,370,500,480,,,,,,,,,,True,True
1765121350.232,kreo2,370,500,492,,,,,,,,,,True,True
1765121350.245,kreo1,758,399,204,,,,,,,,,,True,True
1765121350.252,kreo2,370,500,508,,,,,,,,,,True,True
1765121350.276,kreo1,,,,,,,,,,,,,False,True
1765121350.287,kreo2,370,501,480,,,,,,,,,,False,True
1765121350.295,kreo1,,,,,,,,,,,,,False,True
1765121350.316,kreo2,370,500,488,,,,,,,,,,False,True
1765121350.329,kreo1,758,399,158,,,,,,,,,,True,True
1765121350.332,kreo2,370,501,464,,,,,,,,,,True,True
1765121350.353,kreo2,370,501,458,,,,,,,,,,True,True
1765121350.361,kreo1,,,,,,,,,,,,,False,True
1765121350.384,kreo2,370,502,460,,,,,,,,,,False,True
1765121350.395,kreo1,757,400,148,,,,,,,,,,True,True
1765121350.413,kreo1,,,,,,,,,,,,,False,True
1765121350.416,kreo2,370,501,484,,,,,,,,,,False,True
1765121350.432,kreo2,370,500,492,,,,,,,,,,False,True
1765121350.452,kreo1,,,,,,,,,,,,,False,True
1765121350.455,kreo2,369,501,464,,,,,,,,,,False,True
1765121350.476,kreo1,756,399,204,,,,,,,,,,True,True
1765121350.486,kreo2,370,500,488,,,,,,,,,,True,True
1765121350.497,kreo1,,,,,,,,,,,,,False,True
1765121350.519,kreo2,370,500,480,,,,,,,,,,False,True
1765121350.529,kreo1,,,,,,,,,,,,,False,True
1765121350.552,kreo2,370,500,488,,,,,,,,,,False,True
1765121350.561,kreo1,,,,,,,,,,,,,False,True
1765121350.588,kreo2,370,500,484,,,,,,,,,,False,True
1765121350.593,kreo1,,,,,,,,,,,,,False,True
1765121350.613,kreo1,,,,,,,,,,,,,False,True
1765121350.616,kreo2,370,500,484,,,,,,,,,,False,True
1765121350.637,kreo2,370,501,488,,,,,,,,,,False,True
1765121350.656,kreo1,756,399,196,,,,,,,,,,True,True
1765121350.669,kreo2,370,500,430,,,,,,,,,,True,True
1765121350.681,kreo1,759,400,154,,,,,,,,,,True,True
1765121350.700,kreo2,370,500,484,,,,,,,,,,True,True
1765121350.719,kreo1,757,400,156,,,,,,,,,,True,True
1765121350.732,kreo2,370,501,462,,,,,,,,,,True,True
1765121350.754,kreo2,370,500,490,,,,,,,,,,True,True
1765121350.753,kreo1,757,400,156,,,,,,,,,,True,True
1765121350.780,kreo1,758,400,138,,,,,,,,,,True,True
1765121350.785,kreo2,370,500,512,,,,,,,,,,True,True
1765121350.813,kreo1,,,,,,,,,,,,,False,True
1765121350.817,kreo2,370,501,450,,,,,,,,,,False,True
1765121350.835,kreo2,370,500,504,,,,,,,,,,False,True
1765121350.845,kreo1,,,,,,,,,,,,,False,True
1765121350.868,kreo2,370,501,452,,,,,,,,,,False,True
1765121350.881,kreo1,757,400,156,,,,,,,,,,True,True
1765121350.900,kreo2,370,500,508,,,,,,,,,,True,True
1765121350.920,kreo1,757,400,148,,,,,,,,,,True,True
1765121350.937,kreo2,370,500,484,,,,,,,,,,True,True
1765121350.954,kreo1,757,400,148,,,,,,,,,,True,True
1765121350.969,kreo2,370,501,464,,,,,,,,,,True,True
1765121350.977,kreo1,757,399,220,,,,,,,,,,True,True
1765121350.993,kreo1,757,399,212,,,,,,,,,,True,True
1765121351.002,kreo2,370,501,460,,,,,,,,,,True,True
1765121351.014,kreo1,757,400,156,,,,,,,,,,True,True
1765121351.036,kreo2,370,501,448,,,,,,,,,,True,True
1765121351.045,kreo1,,,,,,,,,,,,,False,True
1765121351.068,kreo2,370,501,460,,,,,,,,,,False,True
1765121351.077,kreo1,,,,,,,,,,,,,False,True
1765121351.097,kreo1,,,,,,,,,,,,,False,True
1765121351.101,kreo2,370,502,480,,,,,,,,,,False,True
1765121351.129,kreo1,758,400,134,,,,,,,,,,True,True
1765121351.132,kreo2,370,500,468,,,,,,,,,,True,True
1765121351.153,kreo2,370,501,522,,,,,,,,,,True,True
1765121351.172,kreo1,,,,,,,,,,,,,False,True
1765121351.185,kreo2,370,501,526,,,,,,,,,,False,True
1765121351.195,kreo1,757,399,176,,,,,,,,,,True,True
1765121351.221,kreo2,370,502,476,,,,,,,,,,True,True
1765121351.230,kreo1,757,400,152,,,,,,,,,,True,True
1765121351.253,kreo2,370,500,468,,,,,,,,,,True,True
1765121351.261,kreo1,,,,,,,,,,,,,False,True
1765121351.286,kreo2,370,500,472,,,,,,,,,,False,True
1765121351.293,kreo1,757,400,156,,,,,,,,,,True,True
1765121351.317,kreo1,758,399,200,,,,,,,,,,True,True
1765121351.324,kreo2,370,502,500,,,,,,,,,,True,True
1765121351.345,kreo1,759,400,152,,,,,,,,,,True,True
1765121351.353,kreo2,370,500,488,,,,,,,,,,True,True
1765121351.377,kreo1,757,400,156,,,,,,,,,,True,True
1765121351.384,kreo2,370,500,488,,,,,,,,,,True,True
1765121351.397,kreo1,,,,,,,,,,,,,False,True
1765121351.424,kreo2,370,500,504,,,,,,,,,,False,True
1765121351.429,kreo1,757,400,156,,,,,,,,,,True,True
1765121351.452,kreo2,370,501,464,,,,,,,,,,True,True
1765121351.464,kreo1,759,400,154,,,,,,,,,,True,True
1765121351.485,kreo2,370,501,480,,,,,,,,,,True,True
1765121351.498,kreo1,758,399,112,,,,,,,,,,True,True
1765121351.517,kreo2,370,500,494,,,,,,,,,,True,True
1765121351.539,kreo1,,,,,,,,,,,,,False,True
1765121351.553,kreo2,370,502,468,,,,,,,,,,False,True
1765121351.562,kreo1,757,400,148,,,,,,,,,,True,True
1765121351.587,kreo2,370,500,504,,,,,,,,,,True,True
1765121351.598,kreo1,758,399,192,,,,,,,,,,True,True
1765121351.618,kreo2,370,500,484,,,,,,,,,,True,True
1765121351.629,kreo1,757,400,154,,,,,,,,,,True,True
1765121351.658,kreo2,370,500,486,,,,,,,,,,True,True
1765121351.661,kreo1,,,,,,,,,,,,,False,True
1765121351.684,kreo2,370,500,504,,,,,,,,,,False,True
1765121351.698,kreo1,,,,,,,,,,,,,False,True
1765121351.716,kreo2,370,500,468,,,,,,,,,,False,True
1765121351.735,kreo1,758,400,134,,,,,,,,,,True,True
1765121351.735,kreo2,370,501,460,,,,,,,,,,True,True
1765121351.761,kreo1,,,,,,,,,,,,,False,True
1765121351.768,kreo2,370,501,448,,,,,,,,,,False,True
1765121351.793,kreo1,,,,,,,,,,,,,False,True
1765121351.800,kreo2,370,501,464,,,,,,,,,,False,True
1765121351.814,kreo1,,,,,,,,,,,,,False,True
1765121351.832,kreo2,370,500,490,,,,,,,,,,False,True
1765121351.852,kreo1,,,,,,,,,,,,,False,True
1765121351.856,kreo2,370,501,488,,,,,,,,,,False,True
1765121351.878,kreo1,757,399,174,,,,,,,,,,True,True
1765121351.884,kreo2,370,500,492,,,,,,,,,,True,True
1765121351.896,kreo1,759,400,148,,,,,,,,,,True,True
1765121351.921,kreo1,,,,,,,,,,,,,False,True
1765121351.922,kreo2,370,501,464,,,,,,,,,,False,True
1765121351.945,kreo1,,,,,,,,,,,,,False,True
1765121351.952,kreo2,370,500,472,,,,,,,,,,False,True
1765121351.977,kreo1,,,,,,,,,,,,,False,True
1765121351.984,kreo2,370,500,430,,,,,,,,,,False,True
1765121351.994,kreo1,,,,,,,,,,,,,False,True
1765121352.012,kreo1,758,399,192,,,,,,,,,,True,True
1765121352.016,kreo2,370,500,472,,,,,,,,,,True,True
1765121352.032,kreo2,370,501,448,,,,,,,,,,True,True
1765121352.045,kreo1,,,,,,,,,,,,,False,True
1765121352.053,kreo2,369,500,522,,,,,,,,,,False,True
1765121352.079,kreo1,,,,,,,,,,,,,False,True
1765121352.085,kreo2,370,499,458,,,,,,,,,,False,True
1765121352.113,kreo1,757,400,152,,,,,,,,,,True,True
1765121352.117,kreo2,370,501,456,,,,,,,,,,True,True
1765121352.148,kreo1,758,399,192,,,,,,,,,,True,True
1765121352.156,kreo2,370,500,446,,,,,,,,,,True,True
1765121352.176,kreo1,757,399,212,,,,,,,,,,True,True
1765121352.186,kreo2,370,501,446,,,,,,,,,,True,True
1765121352.196,kreo1,758,400,134,,,,,,,,,,True,True
1765121352.216,kreo2,370,500,486,,,,,,,,,,True,True
1765121352.229,kreo1,,,,,,,,,,,,,False,True
1765121352.234,kreo2,369,500,518,,,,,,,,,,False,True
1765121352.261,kreo1,759,400,150,,,,,,,,,,True,True
1765121352.268,kreo2,370,500,492,,,,,,,,,,True,True
1765121352.293,kreo1,,,,,,,,,,,,,False,True
1765121352.301,kreo2,370,500,464,,,,,,,,,,False,True
1765121352.314,kreo1,,,,,,,,,,,,,False,True
1765121352.334,kreo2,370,501,448,,,,,,,,,,False,True
1765121352.345,kreo1,,,,,,,,,,,,,False,True
1765121352.369,kreo2,370,500,468,,,,,,,,,,False,True
1765121352.379,kreo1,759,400,154,,,,,,,,,,True,True
1765121352.393,kreo1,758,399,112,,,,,,,,,,True,True
1765121352.400,kreo2,370,499,466,,,,,,,,,,True,True
1765121352.419,kreo1,758,399,192,,,,,,,,,,True,True
1765121352.436,kreo2,370,502,484,,,,,,,,,,True,True
1765121352.452,kreo1,757,400,156,,,,,,,,,,True,True
1765121352.471,kreo2,370,500,472,,,,,,,,,,True,True
1765121352.476,kreo1,,,,,,,,,,,,,False,True
1765121352.496,kreo1,,,,,,,,,,,,,False,True
1765121352.500,kreo2,370,501,464,,,,,,,,,,False,True
1765121352.529,kreo1,,,,,,,,,,,,,False,True
1765121352.537,kreo2,370,500,484,,,,,,,,,,False,True
1765121352.561,kreo1,757,400,156,,,,,,,,,,True,True
1765121352.568,kreo2,370,499,454,,,,,,,,,,True,True
1765121352.593,kreo1,,,,,,,,,,,,,False,True
1765121352.602,kreo2,370,501,464,,,,,,,,,,False,True
1765121352.614,kreo1,758,399,200,,,,,,,,,,True,True
1765121352.634,kreo2,370,500,430,,,,,,,,,,True,True
1765121352.647,kreo1,756,399,192,,,,,,,,,,True,True
1765121352.669,kreo2,370,501,474,,,,,,,,,,True,True
1765121352.681,kreo1,759,399,178,,,,,,,,,,True,True
1765121352.700,kreo2,370,499,466,,,,,,,,,,True,True
1765121352.713,kreo1,,,,,,,,,,,,,False,True
1765121352.733,kreo2,370,499,454,,,,,,,,,,False,True
1765121352.746,kreo1,,,,,,,,,,,,,False,True
1765121352.753,kreo2,370,500,480,,,,,,,,,,False,True
1765121352.777,kreo1,759,398,152,,,,,,,,,,True,True
1765121352.785,kreo2,370,500,488,,,,,,,,,,True,True
1765121352.798,kreo1,,,,,,,,,,,,,False,True
1765121352.818,kreo2,370,501,504,,,,,,,,,,False,True
1765121352.829,kreo1,757,399,170,,,,,,,,,,True,True
1765121352.852,kreo2,370,499,470,,,,,,,,,,True,True
1765121352.861,kreo1,,,,,,,,,,,,,False,True
1765121352.888,kreo2,370,500,488,,,,,,,,,,False,True
1765121352.892,kreo1,757,400,156,,,,,,,,,,True,True
1765121352.913,kreo1,758,400,136,,,,,,,,,,True,True
1765121352.916,kreo2,370,500,446,,,,,,,,,,True,True
1765121352.934,kreo2,370,501,448,,,,,,,,,,True,True
1765121352.945,kreo1,,,,,,,,,,,,,False,True
1765121352.976,kreo2,370,500,426,,,,,,,,,,False,True
1765121352.978,kreo1,759,399,178,,,,,,,,,,True,True
1765121352.998,kreo1,758,399,112,,,,,,,,,,True,True
1765121353.001,kreo2,370,500,472,,,,,,,,,,True,True
1765121353.037,kreo1,,,,,,,,,,,,,False,True
1765121353.038,kreo2,370,500,468,,,,,,,,,,False,True
1765121353.061,kreo1,,,,,,,,,,,,,False,True
1765121353.069,kreo2,370,499,470,,,,,,,,,,False,True
1765121353.093,kreo1,757,399,206,,,,,,,,,,True,True
1765121353.104,kreo2,370,500,488,,,,,,,,,,True,True
1765121353.113,kreo1,,,,,,,,,,,,,False,True
1765121353.133,kreo2,370,500,506,,,,,,,,,,False,True
1765121353.145,kreo1,,,,,,,,,,,,,False,True
1765121353.168,kreo2,370,499,454,,,,,,,,,,False,True
1765121353.177,kreo1,759,400,154,,,,,,,,,,True,True
1765121353.200,kreo1,,,,,,,,,,,,,False,True
1765121353.205,kreo2,370,501,456,,,,,,,,,,False,True
1765121353.229,kreo1,756,397,222,,,,,,,,,,True,True
1765121353.232,kreo2,370,500,484,,,,,,,,,,True,True
1765121353.252,kreo2,370,500,506,,,,,,,,,,True,True
1765121353.261,kreo1,759,400,152,,,,,,,,,,True,True
1765121353.285,kreo2,370,500,468,,,,,,,,,,True,True
1765121353.297,kreo1,758,399,158,,,,,,,,,,True,True
1765121353.317,kreo2,370,500,510,,,,,,,,,,True,True
1765121353.339,kreo1,758,400,140,,,,,,,,,,True,True
