now_ts,cur_ts,cur_x,cur_y,cur_z,pred_ts,pred_x,pred_y,pred_z,robot_x,robot_y,robot_ts,vreq_x,vreq_y,vreq_mag,can_reach,sigma_x,sigma_y,sigma_z,notes
1763474480.8104482,1763474480.810431,0.9630065500233539,-0.08693909327934447,0.5942012093002526,1763474481.6217875,2.512728613290823,-0.21120486238481395,0.2500000000000001,0.24115991148986482,0.34273035695385023,1763474480.7328353,2.85251334234887,-0.69560194358539,2.9361019110715647,False,0.7584857781673979,0.02378932321076129,0.683585572659427,
1763474480.8340192,1763474480.8339875,0.9575959965381675,-0.09757742243381967,0.5837650291943742,1763474481.181175,1.2670979869065893,-0.15928571927063379,0.24999999999999994,0.24115991148986482,0.34273035695385023,1763474480.7328353,3.0887253703686337,-1.5113873128625679,3.4386794010260373,False,0.13232391766064702,0.013352366464327813,0.17502034849616233,
1763474481.0465677,1763474481.0465384,0.9648378269963959,-0.12396861174731309,0.5751757884755319,1763474481.6151495,1.4111746584942093,-0.06803379248423205,0.24999999999999994,0.2532252814619668,0.36142721758134155,1763474480.9238346,2.091740256221496,-0.7757859722106766,2.2309686627508767,False,0.12645036069714083,0.10220380544352078,0.18442367562365392,
1763474481.3854907,1763474481.3854668,0.9747299315897372,-0.13484739995200937,0.5738109681612454,1763474483.3071547,0.17388400649150237,-1.348120606641516,0.25,0.25848049785642013,0.3703348285176964,1763474481.3317175,-0.04436885124203907,-0.9012890763962801,0.9023805151884641,True,0.025157833648392722,0.19213066670428183,0.09375835375603059,
1763474481.4031556,1763474481.4031336,0.9747299315897372,-0.13484739995200937,0.5738109681612454,1763474482.4668877,0.8068720150747603,-0.22077578762669176,0.25,0.25848049785642013,0.3703348285176964,1763474481.3317175,0.5229090370441128,-0.5636430786575212,0.7688480871673741,True,0.0508077051214794,0.011233614537509352,0.10932455807127275,
1763474481.4270926,1763474481.42707,0.9765622084745664,-0.13352117989866819,0.5721118867709197,1763474482.4388843,0.9694424388256477,0.14528856827506825,0.25000000000000006,0.25848049785642013,0.3703348285176964,1763474481.3317175,0.7132502574298658,-0.22577059868051444,0.748129863695019,True,0.005087568464493886,0.3455063180097604,0.08137175277062503,
1763474481.4383402,1763474481.4383159,0.9778832531936197,-0.13090237101354502,0.5746888383176634,1763474485.1599214,5.273524099780374,11.936257867909514,0.25,0.25848049785642013,0.3703348285176964,1763474481.3317175,1.353010578593458,3.1203749091017814,3.4010847091976046,False,2.0023608525244097,3.5629716965653615,2.645636557970632,
1763474481.5502872,1763474481.5502217,0.9789188602998328,-0.1331366424370745,0.5708607754985616,1763474482.2986655,0.8440953995554793,-0.5403738174506509,0.25000000000000006,0.26231128803017423,0.3768592388458958,1763474481.4976017,0.7932933520257107,-1.2506956986339528,1.48106518187069,True,0.07373406565696464,0.08181593257239149,0.12546111502092047,
1763474481.5653288,1763474481.565297,0.9780682278944945,-0.13269831663646872,0.5706933523469614,1763474482.1917999,0.9245643443795052,-0.353525908370616,0.24999999999999994,0.26231128803017423,0.3768592388458958,1763474481.4976017,1.083048926565029,-1.1944721765913866,1.6123767419510324,True,0.05018246585792253,0.08871645250275358,0.08340208935545428,
1763474481.5970874,1763474481.597069,0.9780682278944945,-0.13269831663646872,0.5706933523469614,1763474483.9093971,0.9855352610561057,-0.16972351892635165,0.25,0.26231128803017423,0.3768592388458958,1763474481.4976017,0.3148134358253879,-0.23792297041434943,0.3946071961165597,True,0.005901182376897815,0.007995711056935714,0.8546387363760174,
1763474481.7739563,1763474481.773896,0.9742508981984944,-0.13042557479020947,0.5718011394842343,1763474484.4820623,-1.1348795114925077,-0.08765203225745724,0.25,0.26335861126258997,0.3790239083092494,1763474481.7183022,-0.5191916328179498,-0.1732853936940746,0.5473461238155243,True,0.30877602405152477,0.012094406547262982,0.5354840324554234,
1763474481.7829237,1763474481.7828948,0.9742508981984944,-0.13042557479020947,0.5718011394842343,1763474483.3979983,0.09165846188092674,-0.10458815793677875,0.24999999999999994,0.26335861126258997,0.3790239083092494,1763474481.7183022,-0.10730758782994945,-0.3022434427763006,0.32072732516446617,True,0.1613628617481609,0.0065316396994065905,0.2485078218000847,
1763474481.8960855,1763474481.8960361,0.9699169770707946,-0.1344341619828555,0.5710404566289898,1763474483.9598465,0.8947093096191026,-1.2236798055444194,0.25,0.2617936155397891,0.3766835744401721,1763474481.7898035,0.3089260754947813,-0.7811371766715087,0.8400063147970633,True,0.0051966711224202215,0.14047862759441412,0.1578459480984801,
1763474481.9058273,1763474481.9058013,0.9699169770707946,-0.1344341619828555,0.5710404566289898,1763474484.2733004,0.8822600056652787,-1.4294207752955885,0.25000000000000006,0.2632898543736246,0.3779918393844411,1763474481.8447824,0.26311465350797997,-0.7683031934013395,0.8121078240488269,True,0.004242649678074627,0.18786773953085964,0.17562123905230484,
1763474481.928416,1763474481.9283977,0.9710932263904412,-0.13437261670557235,0.5709228205040884,1763474485.767052,2.078402454872702,-2.3578388725810973,0.25,0.2632898543736246,0.3779918393844411,1763474481.8447824,0.47470853338916463,-0.7155050240525588,0.8586592054575228,True,0.7522331030329711,0.6079844148727784,0.05843405430851463,
1763474481.9384115,1763474481.9383824,0.9710932263904412,-0.13437261670557235,0.5709228205040884,1763474486.281462,3.536184428849881,-2.3469462844152305,0.2499999999999999,0.2632898543736246,0.3779918393844411,1763474481.8447824,0.7562052683267821,-0.629599431998679,0.9839928112634969,True,1.048487081359412,1.0921444031417815,0.11614160837952658,
